Application_ID,Age,Education_Level,Course_Type,Course_Duration,Institution_Type,Institution_Location,Admission_Status,Annual_Course_Fee,Total_Education_Cost,Loan_Amount,Family_Monthly_Income,Family_Existing_EMI,Number_of_Dependents,Previous_Academic_Performance,Co_Applicant_Occupation,Co_Applicant_Monthly_Income,Loan_Approval
EL101663,24,Professional Course,Commerce,4,College,Semi Urban,Confirmed,136000,667000,667000,35400,3100,2,Good,Not Applicable,0,Rejected
EL101664,24,Postgraduate,Management,5,Government,Urban,Confirmed,236000,1443000,864000,36800,9900,1,Excellent,Salaried,24000,Rejected
EL101665,22,Undergraduate,Commerce,1,Private,Urban,Confirmed,173000,189000,139000,34800,6100,0,Average,Salaried,20500,Approved
EL101666,27,Professional Course,Engineering,2,Private,Urban,Provisional,306000,685000,533000,47700,13800,4,Good,Private Employee,40900,Rejected
EL101667,23,Diploma,Management,5,Government,Rural,Confirmed,187000,1069000,768000,37400,0,4,Good,Private Employee,12900,Rejected
EL101668,19,Undergraduate,Management,2,Private,Semi Urban,Provisional,444000,1009000,478000,42700,4400,3,Excellent,Professional,28400,Approved
EL101669,18,Diploma,Management,4,Government,Semi Urban,Confirmed,254000,1083000,975000,28000,2900,1,Excellent,Not Applicable,0,Rejected
EL101670,19,Postgraduate,Engineering,3,College,Urban,Confirmed,139000,458000,292000,24000,0,0,Average,Professional,20000,Approved
EL101671,23,Postgraduate,Management,4,Private,Semi Urban,Confirmed,434000,2038000,1293000,25500,3700,1,Below Average,Government Employee,23000,Approved
EL101672,17,Undergraduate,Computer Science,2,Private,Urban,Provisional,190000,450000,313000,49400,4800,3,Average,Self Employed,66300,Approved
EL101673,22,Undergraduate,Engineering,2,University,Urban,Provisional,156000,350000,250000,39300,0,1,Average,Business Owner,27400,Approved
EL101674,18,Undergraduate,Management,4,Private,Rural,Confirmed,421000,1868000,1367000,31400,1900,1,Good,Private Employee,18200,Approved
EL101675,17,Diploma,Engineering,3,Private,Rural,Confirmed,222000,777000,695000,55900,14200,2,Excellent,Business Owner,27600,Approved
EL101676,17,Undergraduate,Other Professional,4,Private,Rural,Confirmed,167000,790000,731000,83200,17600,2,Good,Private Employee,65700,Approved
EL101677,21,Postgraduate,Engineering,5,College,Semi Urban,Confirmed,206000,1228000,873000,31300,2100,2,Good,Business Owner,9600,Approved
EL101678,24,Professional Course,Commerce,4,Private,Semi Urban,Confirmed,120000,582000,384000,23300,1500,2,Average,Self Employed,45500,Rejected
EL101679,19,Professional Course,Management,3,Private,Urban,Provisional,288000,1008000,737000,64400,13400,2,Below Average,Salaried,36600,Rejected
EL101680,17,Diploma,Medical,4,Private,Rural,Confirmed,593000,2670000,1645000,40400,0,3,Good,Business Owner,27900,Approved
EL101681,32,Diploma,Science,2,Private,Urban,Provisional,144000,322000,240000,36600,6700,1,Below Average,Salaried,25100,Approved
EL101682,25,Professional Course,Commerce,4,University,Urban,Confirmed,123000,520000,316000,66800,0,0,Good,Government Employee,65500,Approved
EL101683,24,Diploma,Commerce,3,Government,Urban,Confirmed,79000,269000,269000,35200,9800,2,Excellent,Private Employee,44100,Rejected
EL101684,27,Postgraduate,Engineering,5,Private,Semi Urban,Confirmed,180000,1101000,847000,48900,9300,2,Good,Not Applicable,0,Rejected
EL101685,21,Undergraduate,Medical,4,College,Urban,Confirmed,513000,2412000,1614000,43500,0,2,Good,Government Employee,30100,Approved
EL101686,21,Undergraduate,Medical,4,University,Semi Urban,Confirmed,686000,3207000,2745000,203300,19500,2,Average,Professional,59000,Approved
EL101687,26,Postgraduate,Management,3,Private,Semi Urban,Confirmed,540000,1774000,1003000,37500,5900,2,Average,Government Employee,40000,Approved
EL101688,26,Undergraduate,Law,4,University,Urban,Confirmed,183000,856000,551000,64100,0,2,Average,Salaried,34300,Approved
EL101689,23,Undergraduate,Management,5,Private,Rural,Confirmed,364000,1977000,1608000,35400,4500,4,Average,Private Employee,14500,Rejected
EL101690,24,Undergraduate,Management,3,Private,Semi Urban,Confirmed,290000,973000,750000,50300,8700,0,Average,Salaried,106100,Rejected
EL101691,17,Postgraduate,Engineering,4,Government,Urban,Confirmed,128000,597000,542000,36400,0,4,Good,Professional,44200,Approved
EL101692,20,Undergraduate,Management,2,Government,Urban,Provisional,202000,428000,146000,59700,11800,2,Below Average,Private Employee,79300,Approved
EL101693,27,Undergraduate,Engineering,5,Government,Semi Urban,Confirmed,148000,823000,718000,38300,4500,0,Good,Business Owner,35100,Approved
EL101694,24,Postgraduate,Management,4,University,Urban,Provisional,225000,961000,642000,51600,11000,0,Average,Self Employed,29400,Rejected
EL101695,17,Undergraduate,Other Professional,4,Private,Urban,Provisional,182000,788000,453000,27500,3000,2,Average,Private Employee,20900,Approved
EL101696,19,Postgraduate,Computer Science,3,College,Rural,Confirmed,243000,817000,402000,26900,900,2,Excellent,Private Employee,50800,Approved
EL101697,26,Undergraduate,Medical,5,Government,Urban,Confirmed,483000,2870000,1913000,15700,400,2,Good,Government Employee,67800,Approved
EL101698,23,Diploma,Medical,4,Government,Urban,Confirmed,457000,2017000,1994000,48200,4900,2,Excellent,Self Employed,52700,Approved
EL101699,22,PhD,Computer Science,4,University,Urban,Confirmed,200000,843000,755000,29000,3300,1,Good,Professional,102800,Approved
EL101700,22,Undergraduate,Engineering,4,Government,Urban,Provisional,147000,664000,661000,120300,27200,2,Average,Private Employee,32000,Rejected
EL101701,21,Diploma,Law,2,Private,Urban,Provisional,262000,573000,420000,31700,3300,3,Below Average,Salaried,21100,Rejected
EL101702,19,PhD,Computer Science,6,Government,Urban,Confirmed,118000,854000,654000,74800,0,2,Good,Self Employed,34300,Approved
EL101703,18,Professional Course,Computer Science,4,Government,Semi Urban,Confirmed,99000,481000,247000,71100,6300,2,Average,Business Owner,46300,Approved
EL101704,25,PhD,Arts,5,Private,Semi Urban,Confirmed,124000,734000,377000,35500,0,0,Good,Government Employee,25700,Approved
EL101705,22,Postgraduate,Medical,4,Private,Urban,Confirmed,679000,3185000,2319000,27800,4500,2,Average,Private Employee,29000,Rejected
EL101706,23,Undergraduate,Engineering,5,Government,Rural,Confirmed,143000,855000,465000,37500,6800,3,Average,Private Employee,33400,Approved
EL101707,23,Undergraduate,Commerce,5,Private,Urban,Provisional,119000,669000,416000,70800,14000,3,Average,Self Employed,39000,Rejected
EL101708,26,Undergraduate,Engineering,3,Private,Urban,Confirmed,245000,867000,656000,125800,12900,2,Good,Business Owner,32000,Rejected
EL101709,23,Postgraduate,Engineering,4,Government,Semi Urban,Provisional,145000,658000,619000,21600,1400,2,Average,Private Employee,33400,Rejected
EL101710,24,Professional Course,Law,2,College,Semi Urban,Confirmed,192000,436000,328000,40400,3400,0,Average,Professional,42200,Approved
EL101711,22,Undergraduate,Science,3,University,Rural,Confirmed,86000,312000,170000,29700,3600,1,Average,Professional,45400,Approved
EL101712,18,Postgraduate,Engineering,5,Government,Semi Urban,Confirmed,159000,961000,458000,33500,2800,2,Good,Salaried,22600,Approved
EL101713,20,Professional Course,Law,4,Private,Rural,Confirmed,275000,1243000,955000,94200,25900,3,Average,Salaried,10800,Rejected
EL101714,23,Undergraduate,Engineering,1,Government,Urban,Confirmed,124000,153000,100000,27300,2600,0,Good,Private Employee,16800,Approved
EL101715,23,Undergraduate,Science,3,Government,Urban,Confirmed,76000,264000,203000,18000,2200,4,Average,Self Employed,38300,Approved
EL101716,26,Undergraduate,Management,3,College,Urban,Confirmed,212000,730000,525000,44400,2800,4,Average,Salaried,19900,Approved
EL101717,19,Undergraduate,Computer Science,2,Government,Semi Urban,Confirmed,168000,387000,286000,48500,3100,1,Excellent,Professional,34400,Rejected
EL101718,22,Postgraduate,Commerce,5,College,Urban,Confirmed,131000,790000,735000,32500,500,0,Good,Salaried,28800,Approved
EL101719,21,Postgraduate,Engineering,2,College,Urban,Confirmed,129000,321000,291000,28500,1100,1,Average,Business Owner,30800,Approved
EL101720,27,Postgraduate,Law,3,University,Rural,Confirmed,194000,691000,556000,43500,13000,4,Average,Professional,39000,Rejected
EL101721,22,Undergraduate,Engineering,4,Private,Semi Urban,Confirmed,195000,872000,537000,20400,3700,2,Good,Salaried,57200,Approved
EL101722,22,Diploma,Law,2,Private,Urban,Confirmed,261000,602000,402000,49600,4900,1,Average,Professional,29500,Approved
EL101723,21,Undergraduate,Engineering,3,College,Urban,Provisional,194000,647000,559000,33700,2400,3,Below Average,Professional,16800,Rejected
EL101724,20,Postgraduate,Engineering,4,College,Semi Urban,Confirmed,173000,817000,772000,80300,19400,0,Excellent,Salaried,35300,Rejected
EL101725,17,Undergraduate,Engineering,3,Private,Rural,Provisional,330000,1237000,691000,47100,2600,4,Good,Salaried,44000,Approved
EL101726,17,Diploma,Management,3,Government,Semi Urban,Confirmed,237000,870000,852000,37200,0,3,Below Average,Professional,8600,Approved
EL101727,22,Postgraduate,Computer Science,4,Government,Urban,Confirmed,102000,467000,296000,35800,6200,1,Good,Not Applicable,0,Approved
EL101728,21,Undergraduate,Commerce,5,Government,Urban,Confirmed,87000,487000,414000,15300,700,3,Average,Private Employee,30200,Rejected
EL101729,22,Postgraduate,Science,5,Government,Urban,Confirmed,58000,331000,331000,37700,500,3,Good,Salaried,22800,Approved
EL101730,24,Postgraduate,Computer Science,2,Private,Rural,Confirmed,363000,808000,413000,36300,1200,2,Good,Government Employee,32000,Approved
EL101731,21,PhD,Computer Science,6,College,Semi Urban,Confirmed,163000,1221000,1008000,41200,6900,3,Average,Government Employee,21100,Approved
EL101732,20,Professional Course,Management,4,University,Semi Urban,Confirmed,312000,1361000,957000,36500,4400,2,Average,Business Owner,49800,Approved
EL101733,20,Undergraduate,Commerce,3,University,Urban,Confirmed,107000,389000,318000,82000,3400,3,Good,Self Employed,30600,Rejected
EL101734,22,Postgraduate,Law,2,University,Urban,Confirmed,164000,372000,244000,35100,6000,3,Excellent,Business Owner,11000,Rejected
EL101735,20,Undergraduate,Management,4,University,Semi Urban,Confirmed,322000,1520000,575000,26300,1500,4,Average,Not Applicable,0,Approved
EL101736,25,Diploma,Management,3,Private,Semi Urban,Confirmed,408000,1511000,962000,17500,0,3,Average,Salaried,46000,Approved
EL101737,21,Undergraduate,Management,5,College,Urban,Confirmed,360000,2103000,1687000,32100,400,4,Excellent,Private Employee,29100,Approved
EL101738,22,Postgraduate,Medical,4,Private,Semi Urban,Confirmed,546000,2563000,2441000,23800,3100,1,Excellent,Government Employee,10800,Rejected
EL101739,18,PhD,Computer Science,3,College,Urban,Confirmed,250000,793000,643000,21000,1200,1,Average,Self Employed,48800,Approved
EL101740,25,Undergraduate,Engineering,5,Government,Semi Urban,Confirmed,92000,495000,481000,34300,4800,2,Average,Business Owner,16900,Rejected
EL101741,26,PhD,Science,6,University,Semi Urban,Confirmed,129000,896000,606000,70900,16300,1,Average,Not Applicable,0,Rejected
EL101742,17,Undergraduate,Engineering,3,Private,Urban,Provisional,298000,1005000,667000,64100,4700,3,Average,Government Employee,21700,Rejected
EL101743,22,Professional Course,Engineering,4,Private,Semi Urban,Confirmed,305000,1430000,1146000,21100,7800,1,Average,Professional,13500,Rejected
EL101744,21,Diploma,Engineering,4,Private,Urban,Confirmed,221000,996000,691000,40900,6300,2,Average,Private Employee,29800,Approved
EL101745,22,Undergraduate,Management,2,Government,Urban,Confirmed,272000,590000,542000,49600,5700,2,Good,Salaried,33200,Approved
EL101746,23,Undergraduate,Arts,4,University,Rural,Confirmed,118000,571000,308000,53800,500,3,Good,Professional,31600,Approved
EL101747,17,Postgraduate,Law,4,Private,Rural,Confirmed,279000,1360000,1196000,89500,8800,1,Below Average,Salaried,26500,Rejected
EL101748,24,Postgraduate,Management,3,Private,Urban,Confirmed,289000,1078000,1004000,22400,2400,4,Excellent,Self Employed,19700,Approved
EL101749,25,Undergraduate,Medical,5,College,Semi Urban,Confirmed,627000,3418000,2751000,25800,5100,1,Good,Private Employee,66700,Approved
EL101750,25,Professional Course,Arts,5,Private,Urban,Provisional,153000,851000,755000,28800,2200,1,Good,Private Employee,32900,Rejected
EL101751,18,Diploma,Commerce,3,College,Semi Urban,Confirmed,139000,461000,301000,48200,8100,1,Average,Private Employee,17800,Approved
EL101752,21,Professional Course,Commerce,1,Government,Urban,Provisional,71000,88000,55000,12000,1600,3,Average,Not Applicable,0,Rejected
EL101753,19,Undergraduate,Management,5,Private,Urban,Provisional,363000,2123000,1704000,35800,7800,1,Good,Business Owner,36300,Rejected
EL101754,17,Postgraduate,Computer Science,4,Government,Urban,Confirmed,184000,909000,583000,16500,3700,0,Average,Salaried,41700,Approved
EL101755,19,Undergraduate,Engineering,2,College,Rural,Confirmed,167000,410000,326000,40100,6400,1,Average,Not Applicable,0,Rejected
EL101756,17,Undergraduate,Medical,4,University,Rural,Confirmed,596000,2620000,2084000,113000,22500,2,Below Average,Government Employee,21100,Rejected
EL101757,22,Undergraduate,Law,4,College,Urban,Confirmed,140000,636000,471000,63000,14600,1,Average,Private Employee,14000,Approved
EL101758,17,Undergraduate,Engineering,2,Private,Semi Urban,Provisional,331000,750000,594000,21700,3900,1,Average,Professional,22200,Rejected
EL101759,18,Postgraduate,Management,2,Government,Urban,Confirmed,224000,514000,434000,32600,5100,1,Excellent,Salaried,12000,Approved
EL101760,19,Undergraduate,Medical,5,Private,Urban,Confirmed,624000,3899000,2866000,25700,4300,2,Below Average,Salaried,35100,Rejected
EL101761,24,Undergraduate,Engineering,5,Private,Urban,Confirmed,310000,1681000,1141000,76700,21100,2,Average,Professional,12300,Rejected
EL101762,31,Postgraduate,Law,3,Government,Semi Urban,Provisional,78000,282000,246000,13300,1900,2,Average,Salaried,24500,Rejected
EL101763,22,Diploma,Engineering,2,University,Urban,Confirmed,138000,302000,239000,32200,6300,4,Average,Private Employee,44400,Approved
EL101764,17,Diploma,Computer Science,3,College,Urban,Confirmed,257000,924000,756000,28300,2000,3,Average,Salaried,26000,Approved
EL101765,19,Postgraduate,Science,3,Private,Rural,Provisional,125000,409000,342000,22300,5900,3,Average,Government Employee,28800,Rejected
EL101766,23,Undergraduate,Engineering,3,University,Urban,Confirmed,148000,513000,396000,92000,15700,1,Excellent,Self Employed,37900,Approved
EL101767,17,Postgraduate,Engineering,4,Private,Urban,Confirmed,270000,1278000,893000,18300,1800,2,Good,Not Applicable,0,Rejected
EL101768,25,Postgraduate,Management,1,Government,Rural,Confirmed,184000,209000,137000,22100,2700,1,Good,Private Employee,52600,Approved
EL101769,22,Undergraduate,Engineering,4,Private,Semi Urban,Confirmed,338000,1681000,1238000,89100,9800,2,Good,Government Employee,40500,Approved
EL101770,21,Undergraduate,Engineering,4,Private,Urban,Confirmed,310000,1477000,1214000,38200,5000,0,Good,Salaried,36200,Approved
EL101771,17,Professional Course,Computer Science,4,University,Urban,Confirmed,264000,1142000,947000,36800,5500,2,Average,Private Employee,10100,Approved
EL101772,24,Undergraduate,Engineering,3,Private,Semi Urban,Confirmed,312000,1052000,812000,29400,3300,2,Average,Professional,34000,Approved
EL101773,18,Undergraduate,Commerce,4,Government,Urban,Confirmed,92000,410000,329000,40100,0,2,Average,Self Employed,74000,Approved
EL101774,22,Undergraduate,Law,3,Government,Semi Urban,Provisional,98000,326000,190000,32400,9400,1,Average,Government Employee,42400,Rejected
EL101775,20,Professional Course,Medical,4,University,Urban,Confirmed,586000,2560000,1742000,27800,4300,1,Excellent,Salaried,50700,Approved
EL101776,17,Postgraduate,Medical,4,Private,Semi Urban,Confirmed,901000,3918000,3333000,19900,3100,1,Average,Private Employee,20500,Rejected
EL101777,20,Professional Course,Engineering,4,University,Urban,Confirmed,212000,1038000,649000,41000,5200,2,Below Average,Professional,28600,Rejected
EL101778,17,PhD,Engineering,6,Government,Urban,Provisional,176000,1318000,1016000,29800,6300,1,Average,Private Employee,40600,Rejected
EL101779,19,Diploma,Management,2,University,Semi Urban,Confirmed,392000,848000,643000,31700,4300,2,Excellent,Private Employee,37900,Approved
EL101780,23,Undergraduate,Computer Science,4,Private,Urban,Provisional,202000,976000,715000,55800,5700,2,Below Average,Self Employed,45900,Approved
EL101781,23,Undergraduate,Engineering,2,Government,Semi Urban,Provisional,132000,289000,246000,31200,3400,0,Good,Salaried,15900,Rejected
EL101782,21,PhD,Management,6,Private,Rural,Provisional,362000,2507000,1966000,38000,9200,1,Good,Business Owner,19200,Rejected
EL101783,18,Professional Course,Engineering,3,University,Semi Urban,Confirmed,236000,771000,440000,92700,13700,2,Good,Salaried,14600,Rejected
EL101784,19,PhD,Commerce,6,College,Urban,Confirmed,136000,901000,746000,48600,6200,2,Average,Salaried,34300,Rejected
EL101785,19,Professional Course,Management,5,College,Rural,Confirmed,329000,1862000,1255000,30600,2800,1,Average,Salaried,26800,Approved
EL101786,17,Postgraduate,Arts,2,Private,Urban,Confirmed,100000,238000,130000,23200,2300,1,Average,Business Owner,26700,Rejected
EL101787,21,Postgraduate,Computer Science,5,University,Urban,Confirmed,189000,1082000,932000,37600,8500,4,Good,Not Applicable,0,Rejected
EL101788,17,Postgraduate,Management,4,Private,Urban,Confirmed,337000,1634000,935000,59500,2800,2,Excellent,Salaried,18700,Approved
EL101789,21,Postgraduate,Commerce,4,Private,Semi Urban,Confirmed,145000,620000,432000,29900,5700,1,Below Average,Private Employee,29800,Rejected
EL101790,17,Undergraduate,Engineering,4,Government,Urban,Confirmed,175000,815000,647000,39300,7600,3,Average,Not Applicable,0,Rejected
EL101791,17,Undergraduate,Commerce,3,University,Urban,Confirmed,94000,302000,223000,29500,4400,1,Average,Professional,70400,Approved
EL101792,23,Undergraduate,Management,2,College,Urban,Confirmed,364000,782000,513000,32700,3700,1,Average,Private Employee,70500,Approved
EL101793,21,Undergraduate,Computer Science,2,Government,Urban,Confirmed,179000,398000,239000,21200,0,3,Excellent,Self Employed,23000,Approved
EL101794,17,Undergraduate,Computer Science,4,Private,Semi Urban,Confirmed,346000,1482000,943000,44600,8500,4,Good,Salaried,15500,Rejected
EL101795,19,Postgraduate,Computer Science,2,Government,Urban,Provisional,113000,272000,160000,41800,0,2,Excellent,Self Employed,48300,Approved
EL101796,22,Postgraduate,Arts,3,Private,Semi Urban,Provisional,117000,404000,295000,81400,11800,2,Good,Self Employed,59900,Approved
EL101797,19,Postgraduate,Engineering,5,Private,Urban,Confirmed,208000,1226000,819000,41000,5500,1,Excellent,Business Owner,37400,Approved
EL101798,20,Diploma,Computer Science,4,Private,Rural,Confirmed,245000,1040000,565000,27200,5400,2,Good,Salaried,29400,Rejected
EL101799,22,Postgraduate,Engineering,2,Private,Urban,Provisional,178000,390000,276000,80300,4000,3,Average,Government Employee,21100,Approved
EL101800,21,Postgraduate,Medical,4,College,Urban,Confirmed,539000,2489000,1627000,46600,2100,3,Average,Salaried,41500,Approved
EL101801,18,Postgraduate,Engineering,2,Government,Urban,Provisional,154000,328000,259000,42700,7600,0,Excellent,Salaried,40800,Approved
EL101802,21,Undergraduate,Computer Science,4,University,Rural,Confirmed,177000,766000,616000,38600,4400,0,Below Average,Not Applicable,0,Rejected
EL101803,20,Postgraduate,Commerce,1,University,Semi Urban,Confirmed,115000,121000,115000,41900,0,2,Excellent,Salaried,16200,Approved
EL101804,27,Diploma,Science,2,Private,Urban,Confirmed,146000,360000,305000,25200,3300,2,Below Average,Salaried,17200,Rejected
EL101805,21,Undergraduate,Computer Science,5,Private,Urban,Confirmed,208000,1182000,694000,37200,10900,4,Good,Self Employed,28200,Rejected
EL101806,21,PhD,Arts,4,College,Urban,Confirmed,87000,369000,156000,34700,6200,0,Excellent,Government Employee,52700,Rejected
EL101807,22,Undergraduate,Law,2,Private,Urban,Confirmed,176000,402000,210000,46300,1100,4,Average,Private Employee,49000,Approved
EL101808,20,Postgraduate,Engineering,2,Government,Semi Urban,Confirmed,131000,322000,217000,67700,11700,0,Excellent,Salaried,23900,Approved
EL101809,18,PhD,Arts,5,Government,Urban,Confirmed,80000,435000,221000,62800,13700,0,Average,Not Applicable,0,Rejected
EL101810,23,Diploma,Management,4,College,Urban,Confirmed,273000,1199000,788000,50000,0,3,Average,Not Applicable,0,Approved
EL101811,23,Postgraduate,Medical,4,Government,Semi Urban,Confirmed,276000,1376000,1039000,16400,1700,2,Good,Government Employee,58800,Approved
EL101812,28,Postgraduate,Other Professional,1,Private,Urban,Provisional,120000,146000,97000,31200,7700,1,Average,Salaried,31800,Rejected
EL101813,24,Undergraduate,Medical,5,University,Urban,Confirmed,364000,2111000,1672000,15600,0,2,Good,Self Employed,23500,Rejected
EL101814,24,Diploma,Law,2,Private,Urban,Provisional,248000,539000,355000,66500,7000,1,Excellent,Self Employed,25100,Rejected
EL101815,24,Postgraduate,Science,1,University,Rural,Confirmed,119000,130000,83000,36500,4000,4,Average,Salaried,49600,Approved
EL101816,19,Undergraduate,Science,1,Private,Semi Urban,Confirmed,158000,193000,193000,36000,3300,3,Below Average,Private Employee,39900,Rejected
EL101817,17,Undergraduate,Computer Science,5,University,Semi Urban,Confirmed,226000,1339000,998000,27500,7000,2,Good,Salaried,23500,Rejected
EL101818,17,Professional Course,Computer Science,4,Government,Semi Urban,Confirmed,127000,569000,436000,72900,17500,1,Excellent,Salaried,99800,Approved
EL101819,23,Undergraduate,Management,4,Private,Urban,Confirmed,316000,1334000,1169000,40800,4200,0,Good,Private Employee,12800,Approved
EL101820,26,Professional Course,Management,4,Government,Urban,Confirmed,235000,1013000,893000,36600,1400,3,Average,Private Employee,21400,Approved
EL101821,24,Undergraduate,Science,4,Private,Urban,Confirmed,164000,784000,545000,41200,10100,0,Below Average,Private Employee,21600,Rejected
EL101822,20,Undergraduate,Management,4,Government,Urban,Provisional,266000,1255000,1138000,42900,8600,0,Average,Private Employee,31500,Rejected
EL101823,27,Postgraduate,Computer Science,5,Private,Semi Urban,Provisional,326000,1828000,1248000,36200,4700,2,Average,Salaried,55400,Approved
EL101824,19,Postgraduate,Other Professional,4,Government,Urban,Confirmed,81000,379000,342000,72800,13800,3,Good,Salaried,46900,Approved
EL101825,17,Postgraduate,Management,4,Private,Urban,Confirmed,517000,2484000,1403000,72500,13700,2,Average,Government Employee,31900,Approved
EL101826,22,Undergraduate,Science,1,Government,Urban,Confirmed,86000,101000,71000,40600,2100,2,Good,Private Employee,14300,Approved
EL101827,26,Postgraduate,Medical,4,Private,Semi Urban,Provisional,919000,4036000,3162000,26300,2000,4,Excellent,Salaried,50300,Approved
EL101828,18,Diploma,Engineering,4,College,Semi Urban,Confirmed,127000,630000,507000,45600,6000,1,Good,Business Owner,15900,Approved
EL101829,17,Undergraduate,Computer Science,2,Private,Semi Urban,Confirmed,217000,458000,286000,28800,0,0,Good,Self Employed,23800,Approved
EL101830,21,Postgraduate,Computer Science,2,University,Urban,Confirmed,221000,513000,258000,79100,7800,1,Average,Not Applicable,0,Approved
EL101831,24,Undergraduate,Science,2,Private,Rural,Confirmed,132000,289000,237000,85000,5000,2,Average,Not Applicable,0,Rejected
EL101832,17,Undergraduate,Engineering,2,Government,Rural,Confirmed,118000,281000,202000,55500,8100,3,Good,Government Employee,18900,Approved
EL101833,24,Undergraduate,Engineering,4,Private,Semi Urban,Provisional,297000,1381000,955000,21700,600,2,Good,Not Applicable,0,Rejected
EL101834,17,Undergraduate,Science,1,Private,Semi Urban,Confirmed,145000,158000,158000,30700,5200,2,Average,Professional,66200,Rejected
EL101835,24,Diploma,Computer Science,4,University,Urban,Confirmed,214000,985000,695000,35100,5300,2,Good,Government Employee,28500,Approved
EL101836,17,Professional Course,Computer Science,1,Government,Semi Urban,Confirmed,103000,119000,80000,25500,3100,2,Good,Government Employee,11200,Approved
EL101837,17,Undergraduate,Medical,4,College,Rural,Confirmed,511000,2318000,1113000,33300,5700,1,Below Average,Salaried,34700,Rejected
EL101838,23,Undergraduate,Law,2,University,Urban,Confirmed,169000,358000,210000,43500,8000,0,Average,Professional,20300,Approved
EL101839,25,Professional Course,Law,2,Private,Urban,Provisional,181000,395000,348000,50500,5500,1,Below Average,Private Employee,36300,Rejected
EL101840,21,Undergraduate,Computer Science,3,College,Urban,Confirmed,173000,646000,414000,73800,9800,1,Average,Salaried,35000,Approved
EL101841,29,Undergraduate,Medical,4,Government,Rural,Provisional,380000,1653000,1396000,38400,2600,1,Average,Professional,10600,Rejected
EL101842,17,Postgraduate,Other Professional,3,University,Urban,Provisional,134000,459000,255000,33400,2300,1,Good,Professional,24000,Rejected
EL101843,17,Undergraduate,Law,4,Private,Rural,Confirmed,158000,701000,434000,20400,5600,2,Good,Business Owner,41700,Rejected
EL101844,20,Postgraduate,Computer Science,5,Private,Semi Urban,Confirmed,247000,1484000,914000,46100,5200,2,Good,Private Employee,28200,Approved
EL101845,20,Professional Course,Commerce,4,Government,Urban,Provisional,52000,242000,199000,30900,4000,1,Good,Salaried,16300,Rejected
EL101846,22,Postgraduate,Management,3,College,Semi Urban,Confirmed,278000,995000,715000,34900,4300,1,Average,Self Employed,42700,Approved
EL101847,18,Postgraduate,Medical,4,Private,Urban,Confirmed,801000,3772000,2201000,29200,4800,0,Good,Self Employed,11900,Approved
EL101848,23,Undergraduate,Commerce,3,Private,Urban,Confirmed,125000,432000,370000,29600,2400,2,Excellent,Private Employee,33800,Rejected
EL101849,23,Undergraduate,Commerce,4,College,Urban,Confirmed,98000,487000,401000,55500,5000,2,Good,Self Employed,22100,Approved
EL101850,27,Professional Course,Computer Science,4,Government,Semi Urban,Confirmed,190000,905000,725000,37700,8100,2,Average,Salaried,37700,Approved
EL101851,19,Professional Course,Science,3,College,Urban,Confirmed,94000,335000,266000,84700,0,1,Good,Private Employee,26200,Approved
EL101852,22,Diploma,Computer Science,4,Private,Urban,Confirmed,291000,1383000,860000,22200,3300,0,Excellent,Government Employee,38800,Approved
EL101853,23,Undergraduate,Science,3,University,Rural,Confirmed,135000,463000,435000,72500,4100,3,Average,Not Applicable,0,Rejected
EL101854,21,Diploma,Medical,4,Private,Urban,Provisional,713000,3361000,2470000,30300,0,0,Excellent,Private Employee,43600,Rejected
EL101855,20,Undergraduate,Other Professional,4,College,Rural,Confirmed,82000,384000,303000,37700,4600,1,Excellent,Salaried,43100,Approved
EL101856,17,Postgraduate,Medical,4,College,Urban,Confirmed,400000,1964000,1586000,49700,1300,2,Good,Salaried,41000,Approved
EL101857,21,Postgraduate,Engineering,4,Private,Semi Urban,Provisional,323000,1610000,979000,64800,600,2,Average,Not Applicable,0,Rejected
EL101858,23,Postgraduate,Commerce,2,University,Urban,Provisional,132000,303000,303000,66100,24000,2,Excellent,Not Applicable,0,Approved
EL101859,21,Postgraduate,Engineering,4,College,Urban,Confirmed,158000,740000,552000,65500,11700,3,Good,Self Employed,34500,Approved
EL101860,18,Diploma,Engineering,5,University,Semi Urban,Confirmed,205000,1136000,858000,35000,6300,2,Good,Private Employee,40300,Approved
EL101861,17,Professional Course,Arts,2,College,Rural,Confirmed,82000,200000,138000,96100,12000,3,Average,Business Owner,28400,Approved
EL101862,23,Undergraduate,Management,4,University,Urban,Confirmed,259000,1235000,1139000,52800,1200,1,Good,Self Employed,44100,Approved
EL101863,21,Undergraduate,Science,3,Private,Urban,Provisional,182000,674000,626000,12000,1400,2,Good,Salaried,17500,Rejected
EL101864,26,Postgraduate,Engineering,4,College,Semi Urban,Confirmed,177000,829000,641000,40000,3900,0,Excellent,Salaried,89000,Rejected
EL101865,17,Undergraduate,Management,3,University,Rural,Confirmed,254000,908000,481000,32500,0,2,Average,Private Employee,40400,Approved
EL101866,19,Undergraduate,Management,4,Government,Semi Urban,Provisional,224000,958000,695000,33600,9800,2,Good,Government Employee,17900,Rejected
EL101867,17,Undergraduate,Computer Science,2,Government,Urban,Confirmed,181000,424000,314000,54100,6600,2,Good,Private Employee,62700,Approved
EL101868,25,Undergraduate,Management,1,Private,Urban,Confirmed,520000,585000,399000,45900,2500,3,Good,Government Employee,16100,Approved
