Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Vehicle_Type,Vehicle_Condition,Vehicle_Price,Down_Payment,Loan_Amount,Loan_Tenure,Vehicle_Usage,Number_of_Dependents,Loan_Approval
VL101546,32,Government Employee,Permanent,17700,2.0,1600,Commercial Vehicle,New,1611000,226500,1384500,2,Commercial,3,Rejected
VL101547,21,Business Owner,Business,40500,0.1,1800,SUV,New,1437000,281600,1155400,5,Commercial,4,Approved
VL101548,35,Private Employee,Permanent,48400,2.1,2500,SUV,Used,890000,236800,653200,5,Personal,2,Approved
VL101549,21,Salaried,Permanent,22500,0.2,4100,SUV,New,1374000,268400,1105600,3,Commercial,4,Rejected
VL101550,36,Salaried,Permanent,28200,4.4,6300,Motorcycle,Used,66000,16800,49200,5,Commercial,2,Rejected
VL101551,34,Business Owner,Business,30200,6.9,4200,Motorcycle,Used,45000,13100,31900,2,Commercial,0,Rejected
VL101552,25,Private Employee,Permanent,23500,0.6,1300,Scooter,Used,40000,6600,33400,1,Business,2,Rejected
VL101553,50,Private Employee,Permanent,52700,29.2,4700,Car,New,706000,28800,677200,5,Personal,2,Approved
VL101554,35,Private Employee,Permanent,74100,5.1,1600,Electric Vehicle,New,1323000,211500,1111500,7,Personal,2,Approved
VL101555,40,Business Owner,Business,28800,7.5,100,Car,New,748000,64900,683100,7,Personal,1,Approved
VL101556,44,Salaried,Contract,33600,2.8,4000,SUV,New,1560000,455000,1105000,3,Personal,2,Rejected
VL101557,27,Government Employee,Permanent,41000,2.2,3700,Motorcycle,Used,47000,9300,37700,5,Personal,2,Rejected
VL101558,36,Salaried,Permanent,59600,3.0,11700,Motorcycle,New,118000,29600,88400,2,Personal,0,Approved
VL101559,21,Private Employee,Permanent,18200,0.3,3000,Car,Used,388000,97200,290800,2,Personal,3,Rejected
VL101560,33,Professional,Contract,39700,4.2,0,SUV,New,1609000,480600,1128400,5,Personal,1,Approved
VL101561,28,Professional,Permanent,26600,7.6,5800,Scooter,Used,40000,11300,28700,2,Business,1,Approved
VL101562,33,Private Employee,Permanent,36100,8.9,2400,Motorcycle,New,106000,10500,95500,2,Personal,0,Rejected
VL101563,33,Business Owner,Business,33700,10.8,2000,Electric Vehicle,New,1403000,170000,1233000,5,Commercial,2,Approved
VL101564,27,Private Employee,Permanent,50900,2.2,4200,Motorcycle,New,99000,19100,79900,5,Personal,4,Approved
VL101565,42,Salaried,Permanent,41600,3.8,3800,SUV,Used,1202000,404300,797700,5,Business,1,Approved
VL101566,39,Salaried,Contract,29500,13.4,0,Scooter,New,85000,5900,79100,5,Personal,1,Approved
VL101567,33,Government Employee,Permanent,32200,3.2,4600,Motorcycle,New,121000,23800,97200,1,Business,1,Approved
VL101568,57,Government Employee,Permanent,44000,3.6,2600,Motorcycle,New,101000,26100,74900,2,Personal,3,Approved
VL101569,24,Salaried,Permanent,23500,2.1,200,SUV,New,1557000,258100,1298900,1,Commercial,3,Rejected
VL101570,23,Salaried,Permanent,52400,2.6,9500,SUV,New,1579000,555200,1023800,3,Personal,1,Approved
VL101571,47,Private Employee,Permanent,17300,23.5,100,Car,New,941000,124900,816100,7,Personal,2,Rejected
VL101572,42,Salaried,Permanent,103400,10.0,13300,Car,Used,468000,76500,391500,5,Commercial,1,Approved
VL101573,44,Salaried,Permanent,70100,11.7,4400,Car,New,938000,237700,700300,1,Commercial,3,Approved
VL101574,47,Salaried,Permanent,37900,21.3,7600,Electric Vehicle,Used,767000,127900,639100,1,Personal,2,Approved
VL101575,47,Salaried,Permanent,45500,3.0,6900,SUV,New,1513000,370000,1143000,5,Personal,2,Rejected
VL101576,27,Private Employee,Contract,30700,6.6,5600,Electric Vehicle,New,1123000,359000,764000,3,Commercial,1,Approved
VL101577,33,Private Employee,Permanent,33600,4.1,0,Motorcycle,New,127000,20800,106200,5,Personal,4,Approved
VL101578,40,Salaried,Permanent,43400,7.5,2300,Car,Used,505000,0,505000,2,Business,1,Approved
VL101579,22,Self Employed,Self Employed,33700,0.9,2800,Scooter,New,75000,24000,51000,5,Business,2,Approved
VL101580,28,Self Employed,Self Employed,29500,3.0,3700,Motorcycle,Used,48000,15200,32800,3,Personal,0,Approved
VL101581,50,Salaried,Permanent,52400,20.9,10400,Motorcycle,New,100000,3200,96800,3,Personal,3,Rejected
VL101582,24,Government Employee,Permanent,32100,4.0,0,Electric Vehicle,New,1137000,216500,920500,5,Personal,0,Approved
VL101583,39,Professional,Permanent,37200,5.6,4500,Commercial Vehicle,New,2084000,420700,1663300,5,Business,3,Rejected
VL101584,35,Business Owner,Business,33200,13.2,1000,Scooter,New,78000,12500,65500,3,Personal,1,Approved
VL101585,38,Private Employee,Permanent,37000,8.8,3000,SUV,New,1245000,287000,958000,2,Business,0,Approved
VL101586,23,Salaried,Permanent,36600,0.3,500,Commercial Vehicle,Used,913000,184700,728300,1,Business,3,Rejected
VL101587,39,Government Employee,Permanent,21500,10.8,6800,Motorcycle,New,127000,23900,103100,3,Personal,3,Rejected
VL101588,21,Salaried,Permanent,15000,0.6,2400,Electric Vehicle,New,1505000,334700,1170300,5,Commercial,3,Rejected
VL101589,31,Government Employee,Permanent,30000,3.2,2500,Car,New,852000,311500,540500,5,Personal,3,Rejected
VL101590,33,Salaried,Permanent,50100,1.4,2300,Commercial Vehicle,New,1796000,218600,1577400,5,Personal,2,Approved
VL101591,36,Business Owner,Business,51100,5.0,8000,Car,Used,359000,46000,313000,3,Personal,1,Approved
VL101592,45,Private Employee,Permanent,37900,14.7,3100,Motorcycle,New,130000,35700,94300,3,Commercial,4,Approved
VL101593,26,Self Employed,Self Employed,23000,4.9,3000,Scooter,Used,40000,10700,29300,3,Personal,3,Approved
VL101594,42,Salaried,Contract,17200,7.8,2200,Scooter,New,72000,7000,65000,5,Personal,1,Rejected
VL101595,47,Private Employee,Permanent,44500,27.0,2700,Scooter,Used,58000,7700,50300,2,Commercial,0,Approved
VL101596,27,Private Employee,Permanent,63900,1.5,9500,SUV,New,1503000,234600,1268400,5,Commercial,1,Approved
VL101597,21,Business Owner,Business,37600,0.4,1800,Motorcycle,New,117000,16900,100100,3,Business,2,Approved
VL101598,31,Salaried,Contract,76000,5.5,700,Commercial Vehicle,Used,823000,82300,740700,1,Commercial,2,Approved
VL101599,44,Salaried,Contract,50300,7.7,6000,Motorcycle,New,130000,42400,87600,2,Personal,0,Rejected
VL101600,45,Private Employee,Permanent,32600,2.7,5900,Motorcycle,Used,40000,5300,34700,3,Personal,0,Rejected
VL101601,28,Private Employee,Contract,21400,1.3,0,Car,New,767000,172800,594200,3,Personal,4,Approved
VL101602,35,Self Employed,Self Employed,27100,15.0,7600,SUV,New,1395000,275600,1119400,5,Personal,0,Rejected
VL101603,41,Government Employee,Permanent,15000,1.2,200,Motorcycle,New,113000,23200,89800,2,Business,0,Approved
VL101604,43,Private Employee,Permanent,42900,8.2,5300,Electric Vehicle,New,1497000,343800,1153200,2,Personal,2,Rejected
VL101605,41,Salaried,Permanent,40800,20.7,11800,SUV,New,1675000,237600,1437400,3,Personal,0,Approved
VL101606,47,Government Employee,Permanent,52900,6.0,0,Car,New,838000,171500,666500,5,Commercial,3,Approved
VL101607,41,Private Employee,Contract,33000,5.0,300,Car,New,835000,0,835000,5,Personal,3,Approved
VL101608,34,Salaried,Contract,27600,1.5,5800,Car,New,680000,56200,623800,5,Personal,2,Rejected
VL101609,36,Government Employee,Permanent,37100,1.6,8400,Car,New,762000,163700,598300,3,Personal,0,Rejected
VL101610,36,Salaried,Permanent,30900,1.0,0,SUV,Used,704000,121100,582900,2,Personal,1,Approved
VL101611,40,Private Employee,Permanent,51000,4.7,2100,SUV,Used,598000,51800,546200,3,Personal,2,Approved
VL101612,21,Self Employed,Self Employed,66200,0.6,4100,Motorcycle,New,118000,19000,99000,3,Business,1,Approved
VL101613,29,Private Employee,Permanent,27700,5.0,1500,Car,Used,420000,116300,303700,7,Personal,2,Approved
VL101614,37,Private Employee,Permanent,69800,7.6,9200,Car,New,822000,316400,505600,3,Commercial,0,Approved
VL101615,42,Government Employee,Permanent,62900,6.6,6900,Electric Vehicle,New,1348000,86700,1261300,5,Business,2,Rejected
VL101616,43,Salaried,Contract,30700,20.4,0,Scooter,New,70000,6500,63500,3,Business,2,Approved
VL101617,21,Self Employed,Self Employed,39900,0.6,8500,Car,New,809000,299900,509100,5,Commercial,2,Rejected
VL101618,45,Government Employee,Permanent,30200,4.2,0,Motorcycle,New,120000,22000,98000,1,Commercial,2,Approved
VL101619,35,Salaried,Permanent,31900,4.0,4700,Electric Vehicle,Used,902000,229700,672300,2,Business,0,Rejected
VL101620,21,Private Employee,Permanent,23800,0.2,0,Car,New,732000,159800,572200,2,Personal,1,Rejected
VL101621,28,Government Employee,Permanent,23200,5.8,400,Electric Vehicle,New,1354000,315600,1038400,1,Personal,2,Rejected
VL101622,21,Salaried,Permanent,39600,0.3,600,Scooter,Used,55000,6100,48900,3,Personal,0,Approved
VL101623,37,Private Employee,Contract,24200,12.2,6500,SUV,Used,1083000,219300,863700,5,Personal,3,Rejected
VL101624,31,Salaried,Permanent,23800,4.6,1200,Commercial Vehicle,New,2079000,364300,1714700,2,Commercial,0,Approved
VL101625,30,Salaried,Permanent,57000,4.1,7600,Scooter,New,88000,23900,64100,3,Business,0,Approved
VL101626,54,Professional,Permanent,55800,10.9,9100,Car,Used,463000,157300,305700,3,Personal,1,Approved
VL101627,39,Business Owner,Business,38600,8.2,5800,Car,Used,360000,52200,307800,7,Personal,4,Approved
VL101628,43,Business Owner,Business,30300,9.2,1800,SUV,Used,880000,203600,676400,5,Personal,0,Approved
VL101629,32,Government Employee,Permanent,67400,12.0,5000,Motorcycle,Used,60000,12600,47400,1,Personal,2,Approved
VL101630,34,Private Employee,Permanent,21500,0.4,3300,Motorcycle,New,129000,30600,98400,3,Personal,3,Approved
VL101631,33,Salaried,Contract,39700,1.3,4600,Scooter,New,77000,17900,59100,3,Business,0,Approved
VL101632,43,Self Employed,Self Employed,18500,16.0,4300,Scooter,New,70000,19800,50200,3,Commercial,1,Rejected
VL101633,43,Salaried,Permanent,26100,10.8,0,Car,New,892000,132700,759300,5,Commercial,2,Rejected
VL101634,35,Government Employee,Permanent,27000,2.2,5100,SUV,New,1235000,57600,1177400,2,Commercial,2,Rejected
VL101635,26,Business Owner,Business,47600,5.6,5700,SUV,New,1485000,202700,1282300,1,Personal,2,Rejected
VL101636,46,Salaried,Contract,27000,7.4,6600,Car,New,748000,115800,632200,5,Commercial,1,Rejected
VL101637,35,Salaried,Permanent,31400,4.3,9100,Electric Vehicle,New,1377000,420800,956200,3,Business,2,Rejected
VL101638,21,Government Employee,Permanent,29200,0.5,2800,Motorcycle,Used,50000,13500,36500,2,Business,3,Rejected
VL101639,56,Private Employee,Permanent,33700,36.0,4600,Car,New,718000,252600,465400,3,Personal,3,Approved
VL101640,37,Private Employee,Permanent,38600,6.6,2700,SUV,Used,800000,158100,641900,3,Personal,0,Approved
VL101641,35,Salaried,Permanent,32400,2.1,6000,Car,New,801000,225700,575300,2,Commercial,3,Approved
VL101642,21,Salaried,Permanent,47700,0.4,8900,Electric Vehicle,New,1297000,263200,1033800,7,Personal,0,Approved
VL101643,41,Government Employee,Permanent,75500,10.2,5600,Commercial Vehicle,Used,702000,83300,618700,2,Personal,2,Approved
VL101644,22,Salaried,Contract,64200,0.6,10400,SUV,New,1472000,165000,1307000,3,Business,1,Approved
VL101645,50,Private Employee,Permanent,87700,6.2,8400,Commercial Vehicle,New,1539000,0,1539000,5,Personal,2,Rejected
VL101646,21,Self Employed,Self Employed,29400,0.6,1000,Scooter,New,76000,18500,57500,3,Commercial,2,Approved
VL101647,42,Salaried,Permanent,46700,3.9,5800,Electric Vehicle,New,1178000,398200,779800,7,Business,2,Approved
VL101648,48,Business Owner,Business,37800,28.0,5500,Car,Used,318000,83300,234700,1,Commercial,2,Approved
VL101649,36,Salaried,Permanent,86200,10.9,13000,Car,New,736000,170400,565600,3,Commercial,4,Approved
VL101650,35,Self Employed,Self Employed,48200,15.0,1400,Motorcycle,New,119000,35500,83500,2,Personal,1,Approved
VL101651,37,Salaried,Permanent,47700,3.1,4000,Scooter,Used,65000,7400,57600,2,Business,2,Approved
VL101652,21,Salaried,Permanent,41900,0.7,0,Car,Used,339000,71500,267500,7,Commercial,3,Approved
VL101653,29,Salaried,Permanent,32700,4.6,3700,Scooter,New,76000,13400,62600,5,Commercial,2,Approved
VL101654,37,Business Owner,Business,100700,2.1,10900,Commercial Vehicle,Used,758000,189200,568800,3,Business,2,Approved
VL101655,42,Private Employee,Permanent,21400,15.8,0,Motorcycle,New,107000,17000,90000,3,Personal,4,Rejected
VL101656,42,Self Employed,Self Employed,34200,4.7,0,Motorcycle,New,124000,44800,79200,5,Business,4,Approved
VL101657,25,Private Employee,Permanent,54700,1.7,8100,Motorcycle,New,115000,38000,77000,2,Personal,2,Approved
VL101658,41,Professional,Contract,26800,8.8,5500,Scooter,Used,42000,2600,39400,3,Personal,3,Approved
VL101659,40,Salaried,Permanent,32400,3.9,1100,Scooter,Used,40000,15600,24400,7,Personal,3,Approved
VL101660,21,Salaried,Permanent,56800,0.3,5100,Motorcycle,New,106000,23400,82600,3,Commercial,0,Approved
VL101661,21,Government Employee,Permanent,33200,0.4,0,SUV,Used,529000,111800,417200,5,Commercial,2,Approved
VL101662,42,Private Employee,Permanent,21800,1.0,3800,SUV,New,1579000,402500,1176500,5,Personal,1,Rejected
VL101663,34,Government Employee,Permanent,81600,6.6,17900,SUV,New,1636000,456200,1179800,2,Business,0,Approved
VL101664,44,Private Employee,Permanent,36500,24.0,300,Car,New,905000,71900,833100,3,Personal,1,Approved
VL101665,52,Private Employee,Permanent,31000,27.6,0,Scooter,New,79000,22300,56700,7,Personal,2,Approved
VL101666,46,Government Employee,Permanent,63600,20.8,5400,Car,New,796000,133200,662800,5,Commercial,0,Approved
VL101667,30,Professional,Permanent,24100,1.3,2800,Electric Vehicle,Used,745000,295500,449500,3,Personal,0,Rejected
VL101668,30,Government Employee,Permanent,19500,3.9,0,SUV,Used,536000,1600,534400,2,Business,2,Rejected
VL101669,33,Private Employee,Permanent,33400,1.9,100,Car,New,874000,155600,718400,2,Commercial,0,Rejected
VL101670,39,Private Employee,Contract,39900,2.1,7300,Electric Vehicle,New,1403000,192700,1210300,2,Business,1,Rejected
VL101671,45,Business Owner,Business,18100,3.1,0,Car,Used,417000,91000,326000,2,Personal,1,Approved
VL101672,21,Self Employed,Self Employed,29100,0.6,0,Commercial Vehicle,Used,692000,123600,568400,5,Personal,0,Rejected
VL101673,35,Salaried,Permanent,38300,10.8,3300,Car,Used,368000,57900,310100,5,Business,0,Approved
VL101674,43,Self Employed,Self Employed,29800,10.3,7400,Scooter,Used,40000,1900,38100,5,Personal,0,Approved
VL101675,46,Salaried,Permanent,25400,17.0,1500,Motorcycle,New,100000,16100,83900,3,Business,1,Approved
VL101676,46,Professional,Permanent,24000,2.9,100,SUV,Used,651000,175400,475600,7,Commercial,4,Rejected
VL101677,21,Self Employed,Self Employed,33800,0.2,4800,Scooter,New,69000,16200,52800,5,Business,1,Rejected
VL101678,21,Salaried,Permanent,43700,0.5,8300,SUV,Used,919000,170700,748300,2,Commercial,4,Rejected
VL101679,39,Business Owner,Business,33200,11.7,6900,SUV,New,1419000,196200,1222800,3,Commercial,0,Approved
VL101680,50,Private Employee,Permanent,20100,14.7,2600,Motorcycle,Used,82000,11100,70900,5,Commercial,0,Rejected
VL101681,37,Salaried,Permanent,27800,1.3,4100,Scooter,Used,43000,4900,38100,2,Personal,1,Approved
VL101682,34,Salaried,Contract,47400,11.0,7100,Electric Vehicle,Used,548000,86100,461900,2,Personal,0,Approved
VL101683,23,Government Employee,Permanent,36700,0.5,4300,Electric Vehicle,New,1191000,273100,917900,3,Personal,3,Approved
VL101684,28,Private Employee,Permanent,17800,0.8,4400,Electric Vehicle,Used,918000,203400,714600,5,Personal,4,Rejected
VL101685,26,Business Owner,Business,89800,3.0,9500,Commercial Vehicle,New,1773000,245300,1527700,2,Personal,1,Approved
VL101686,32,Professional,Permanent,50600,12.0,4800,Motorcycle,New,122000,9800,112200,7,Business,1,Approved
VL101687,28,Government Employee,Permanent,51400,5.3,8700,Motorcycle,New,112000,37500,74500,5,Personal,0,Approved
VL101688,39,Salaried,Permanent,29200,7.4,3400,Scooter,New,89000,14100,74900,1,Commercial,1,Rejected
VL101689,46,Professional,Permanent,38800,5.1,9900,Electric Vehicle,New,1179000,136700,1042300,5,Business,1,Rejected
VL101690,32,Self Employed,Self Employed,29300,10.6,7600,Electric Vehicle,New,1238000,264900,973100,7,Personal,1,Rejected
VL101691,29,Government Employee,Permanent,46700,0.4,1100,Motorcycle,New,117000,19300,97700,5,Personal,1,Approved
VL101692,29,Professional,Permanent,45700,6.6,7600,Commercial Vehicle,New,1933000,596700,1336300,3,Personal,3,Approved
VL101693,50,Professional,Permanent,15100,10.7,1600,Commercial Vehicle,Used,1249000,166500,1082500,3,Personal,1,Rejected
VL101694,24,Government Employee,Permanent,64700,0.6,8200,Motorcycle,New,109000,10800,98200,5,Personal,3,Rejected
VL101695,36,Salaried,Permanent,50700,8.3,9800,Electric Vehicle,New,1504000,294000,1210000,3,Personal,2,Rejected
VL101696,24,Salaried,Permanent,49400,1.1,3900,Scooter,New,87000,16200,70800,5,Business,2,Approved
VL101697,21,Professional,Permanent,26500,0.2,900,Motorcycle,Used,94000,13500,80500,3,Personal,1,Approved
VL101698,30,Salaried,Permanent,42000,2.0,2300,Electric Vehicle,New,1395000,222700,1172300,2,Business,0,Approved
VL101699,35,Business Owner,Business,16200,8.9,1400,SUV,New,1638000,404800,1233200,5,Personal,0,Rejected
VL101700,26,Government Employee,Permanent,46900,1.1,0,Car,Used,400000,122400,277600,5,Personal,1,Rejected
VL101701,25,Salaried,Permanent,34600,5.0,2500,Motorcycle,New,120000,10500,109500,5,Commercial,4,Approved
VL101702,23,Professional,Permanent,48600,1.7,4800,Car,Used,648000,114300,533700,5,Commercial,0,Rejected
VL101703,32,Self Employed,Self Employed,20200,3.5,3500,Commercial Vehicle,New,1719000,442900,1276100,7,Personal,2,Rejected
VL101704,32,Salaried,Permanent,26100,2.7,1300,Scooter,New,76000,21700,54300,5,Personal,1,Approved
VL101705,47,Business Owner,Business,31300,10.3,4200,Scooter,New,82000,25500,56500,3,Commercial,2,Approved
VL101706,42,Business Owner,Business,38200,12.4,4000,SUV,New,1410000,109800,1300200,5,Personal,4,Rejected
VL101707,34,Salaried,Permanent,42600,5.5,7100,SUV,Used,797000,142100,654900,7,Commercial,2,Approved
VL101708,22,Salaried,Permanent,71600,1.6,13800,Electric Vehicle,Used,636000,148300,487700,3,Business,0,Approved
VL101709,23,Professional,Permanent,31200,1.2,2100,SUV,New,1654000,167200,1486800,5,Personal,0,Rejected
VL101710,39,Private Employee,Permanent,27800,13.0,5400,Scooter,New,84000,17000,67000,3,Commercial,2,Approved
VL101711,54,Salaried,Permanent,66300,21.3,11800,SUV,New,1505000,70800,1434200,3,Personal,1,Approved
VL101712,32,Salaried,Permanent,27800,3.4,2000,Motorcycle,New,131000,14200,116800,3,Commercial,2,Approved
VL101713,21,Salaried,Contract,49200,0.4,9100,SUV,Used,637000,28900,608100,2,Business,0,Approved
VL101714,40,Salaried,Permanent,23500,13.6,2800,Motorcycle,New,124000,16500,107500,5,Personal,0,Approved
VL101715,45,Private Employee,Permanent,25900,2.2,4100,Electric Vehicle,Used,827000,0,827000,5,Personal,4,Rejected
VL101716,37,Private Employee,Permanent,74900,9.2,10900,Commercial Vehicle,New,2020000,543400,1476600,3,Commercial,1,Approved
VL101717,33,Salaried,Permanent,53600,5.8,3100,SUV,New,1279000,279600,999400,2,Commercial,1,Approved
VL101718,27,Salaried,Permanent,45600,0.4,2300,Car,New,878000,162900,715100,3,Commercial,1,Approved
VL101719,26,Salaried,Permanent,60800,0.1,12500,SUV,New,1478000,152400,1325600,3,Commercial,1,Rejected
VL101720,38,Private Employee,Permanent,40800,1.0,2600,Car,New,778000,5300,772700,2,Personal,4,Approved
VL101721,26,Salaried,Permanent,31200,1.7,0,Motorcycle,New,124000,28500,95500,2,Commercial,0,Rejected
VL101722,37,Salaried,Permanent,29800,4.9,1300,Car,New,904000,96200,807800,3,Personal,1,Rejected
VL101723,27,Self Employed,Self Employed,44100,2.3,8700,Motorcycle,New,125000,22400,102600,3,Business,0,Approved
VL101724,42,Salaried,Permanent,34000,9.9,7400,Commercial Vehicle,New,2105000,557000,1548000,3,Personal,2,Rejected
VL101725,30,Private Employee,Permanent,31300,0.6,6000,Car,New,936000,34800,901200,5,Business,0,Rejected
VL101726,33,Business Owner,Business,78000,6.8,5400,Car,New,856000,177300,678700,3,Personal,1,Approved
VL101727,38,Private Employee,Contract,48700,13.5,3600,Car,New,823000,162100,660900,3,Personal,4,Rejected
VL101728,45,Self Employed,Self Employed,24400,9.6,3200,SUV,New,1219000,629200,589800,5,Personal,0,Approved
VL101729,41,Salaried,Contract,73100,8.0,10800,Motorcycle,New,129000,19200,109800,5,Personal,2,Approved
VL101730,35,Salaried,Permanent,26200,6.1,0,Car,New,949000,7700,941300,1,Personal,0,Rejected
VL101731,34,Private Employee,Contract,34500,12.7,1000,Scooter,New,67000,9300,57700,5,Personal,0,Approved
VL101732,24,Self Employed,Self Employed,36800,1.5,4000,Motorcycle,Used,46000,2000,44000,5,Business,0,Approved
VL101733,32,Self Employed,Self Employed,53300,4.2,4100,Car,Used,334000,107700,226300,5,Business,3,Approved
VL101734,47,Salaried,Permanent,53100,7.6,2000,Car,New,894000,305300,588700,2,Personal,1,Approved
VL101735,35,Salaried,Permanent,21900,2.6,3000,Scooter,Used,43000,7500,35500,5,Personal,2,Rejected
VL101736,27,Salaried,Permanent,48200,1.7,2700,SUV,New,1286000,316400,969600,3,Business,1,Approved
VL101737,41,Professional,Contract,26600,6.3,0,Motorcycle,New,120000,25900,94100,7,Personal,0,Approved
VL101738,36,Salaried,Contract,41500,7.6,7400,Motorcycle,New,105000,19200,85800,2,Personal,0,Approved
VL101739,21,Salaried,Permanent,21000,0.4,1900,Commercial Vehicle,Used,1131000,93900,1037100,5,Personal,2,Approved
VL101740,26,Private Employee,Permanent,51100,0.8,6500,SUV,New,1517000,388800,1128200,5,Personal,1,Approved
VL101741,23,Professional,Permanent,25200,0.5,300,Scooter,New,69000,14800,54200,2,Personal,1,Approved
VL101742,25,Government Employee,Permanent,47500,1.5,1000,Scooter,Used,41000,17200,23800,2,Commercial,3,Rejected
VL101743,28,Government Employee,Permanent,35000,3.5,0,Car,New,889000,171800,717200,2,Personal,0,Approved
VL101744,40,Professional,Permanent,53800,5.6,7000,Car,New,737000,177200,559800,1,Personal,1,Rejected
VL101745,25,Private Employee,Permanent,38300,4.7,3200,Commercial Vehicle,New,1913000,414600,1498400,2,Business,3,Rejected
VL101746,22,Salaried,Permanent,41700,0.2,8100,Car,Used,511000,78600,432400,5,Personal,1,Approved
VL101747,41,Private Employee,Permanent,26900,5.2,1300,Car,New,910000,195600,714400,5,Personal,0,Approved
VL101748,33,Salaried,Permanent,38800,1.3,800,Car,New,816000,148600,667400,2,Personal,3,Rejected
VL101749,42,Business Owner,Business,16100,6.0,300,Commercial Vehicle,New,1575000,138500,1436500,7,Personal,1,Rejected
VL101750,35,Self Employed,Self Employed,52100,7.5,8300,Commercial Vehicle,New,1839000,540900,1298100,7,Personal,1,Rejected
VL101751,62,Private Employee,Permanent,94500,27.1,27000,Commercial Vehicle,Used,840000,124200,715800,2,Personal,3,Approved
VL101752,33,Business Owner,Business,39100,0.5,2800,SUV,New,1284000,351000,933000,5,Commercial,1,Approved
VL101753,26,Salaried,Permanent,56300,1.0,8300,Electric Vehicle,New,1122000,224700,897300,2,Commercial,2,Approved
VL101754,36,Private Employee,Permanent,25500,16.0,1500,Electric Vehicle,New,1411000,327600,1083400,3,Commercial,1,Approved
VL101755,31,Salaried,Permanent,49700,2.3,3400,Motorcycle,Used,73000,15600,57400,3,Commercial,2,Approved
VL101756,37,Salaried,Contract,43600,4.3,300,Scooter,New,78000,25500,52500,2,Commercial,1,Approved
VL101757,31,Salaried,Contract,47700,7.6,5200,Car,Used,530000,167600,362400,5,Personal,1,Approved
VL101758,45,Professional,Permanent,44400,9.6,2200,Motorcycle,New,127000,26100,100900,3,Business,1,Approved
VL101759,45,Salaried,Permanent,36800,3.3,900,Car,New,773000,218900,554100,2,Personal,2,Approved
VL101760,29,Self Employed,Self Employed,32900,1.4,6400,Commercial Vehicle,Used,1018000,212800,805200,3,Personal,1,Rejected
VL101761,40,Self Employed,Self Employed,29100,0.6,4900,SUV,New,1493000,342700,1150300,2,Personal,0,Approved
VL101762,42,Self Employed,Self Employed,73600,5.1,14400,Car,New,688000,259800,428200,5,Business,0,Approved
VL101763,43,Government Employee,Permanent,39500,5.9,4700,Motorcycle,New,101000,18400,82600,3,Personal,0,Approved
VL101764,22,Government Employee,Permanent,32900,1.0,1200,Car,Used,322000,94100,227900,5,Personal,2,Approved
VL101765,38,Government Employee,Permanent,65500,4.3,8400,Motorcycle,New,129000,31700,97300,5,Commercial,1,Approved
VL101766,25,Salaried,Contract,48700,2.7,5900,Scooter,Used,40000,7800,32200,2,Personal,0,Approved
VL101767,29,Salaried,Permanent,49500,0.9,1600,SUV,New,1542000,341700,1200300,5,Personal,1,Approved
VL101768,35,Government Employee,Permanent,41500,3.8,10400,Motorcycle,Used,50000,11100,38900,2,Business,2,Approved
VL101769,28,Private Employee,Permanent,74400,4.1,7400,Car,Used,686000,153300,532700,3,Personal,2,Approved
VL101770,34,Salaried,Permanent,30300,8.5,3500,Motorcycle,New,104000,24400,79600,5,Commercial,0,Approved
VL101771,42,Private Employee,Contract,28000,14.9,3200,Motorcycle,Used,61000,13100,47900,7,Personal,1,Approved
VL101772,37,Salaried,Permanent,24500,5.2,3400,Car,New,945000,218500,726500,5,Personal,4,Approved
VL101773,30,Government Employee,Permanent,40000,2.4,3200,Electric Vehicle,Used,931000,269800,661200,2,Business,3,Approved
VL101774,36,Salaried,Permanent,46400,1.1,9300,Commercial Vehicle,Used,951000,278900,672100,3,Personal,0,Rejected
VL101775,36,Private Employee,Permanent,24900,1.7,5400,SUV,New,1301000,334700,966300,2,Business,1,Rejected
VL101776,39,Self Employed,Self Employed,50300,17.6,0,Motorcycle,Used,56000,19900,36100,3,Personal,2,Approved
VL101777,25,Salaried,Permanent,42400,0.9,3500,Commercial Vehicle,Used,1066000,183700,882300,5,Business,0,Rejected
VL101778,32,Salaried,Permanent,66800,10.6,12600,Car,New,694000,70600,623400,3,Commercial,0,Approved
VL101779,34,Salaried,Permanent,79600,2.6,10900,Motorcycle,Used,54000,11300,42700,5,Personal,1,Approved
VL101780,48,Salaried,Permanent,27600,9.2,400,Motorcycle,New,129000,18100,110900,3,Business,2,Approved
VL101781,27,Self Employed,Self Employed,28800,3.6,2000,Commercial Vehicle,New,2114000,671700,1442300,1,Business,2,Approved
VL101782,36,Business Owner,Business,21900,2.2,4800,Electric Vehicle,New,1535000,0,1535000,2,Business,1,Rejected
VL101783,30,Business Owner,Business,33300,10.0,0,Car,New,725000,111100,613900,5,Personal,4,Rejected
VL101784,25,Private Employee,Permanent,15000,2.8,1700,Electric Vehicle,New,1511000,53800,1457200,3,Personal,0,Rejected
VL101785,38,Private Employee,Permanent,22600,5.7,2100,SUV,New,1436000,312000,1124000,3,Commercial,3,Rejected
VL101786,29,Government Employee,Permanent,52700,1.9,3600,Motorcycle,New,105000,10200,94800,2,Personal,2,Approved
VL101787,43,Self Employed,Self Employed,50300,9.1,3800,Car,New,742000,151900,590100,3,Personal,2,Approved
