Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Property_Value,Down_Payment,Property_Type,Property_Location_Type,Number_of_Dependents,Loan_Approval
HL101560,41,Professional,Permanent,66600,11.6,3600,4422000,25,5778000,1356000,Independent House,Urban,2,Approved
HL101561,46,Private Employee,Permanent,77300,13.8,5600,8524000,20,11175000,2651000,Independent House,Semi Urban,1,Approved
HL101562,35,Business Owner,Business,73900,5.8,7700,5936000,30,8153000,2217000,Apartment,Urban,1,Approved
HL101563,34,Professional,Permanent,73800,7.1,12300,5662000,25,7682000,2020000,Independent House,Rural,3,Rejected
HL101564,42,Self Employed,Self Employed,40800,11.9,5900,4940000,25,7417000,2477000,Independent House,Urban,2,Approved
HL101565,35,Private Employee,Contract,40800,4.2,1400,3868000,10,4072000,204000,Builder Floor,Urban,3,Approved
HL101566,40,Salaried,Contract,94000,18.3,21000,8372000,15,11214000,2842000,Villa,Urban,1,Approved
HL101567,28,Salaried,Permanent,72100,7.0,14100,9098000,20,12278000,3180000,Apartment,Urban,2,Approved
HL101568,30,Private Employee,Contract,34200,7.0,1600,3511000,20,4395000,884000,Plot,Semi Urban,4,Approved
HL101569,44,Private Employee,Permanent,58800,14.5,12800,9917000,25,10439000,522000,Apartment,Urban,0,Rejected
HL101570,46,Government Employee,Permanent,18000,11.1,2600,2061000,30,2626000,565000,Builder Floor,Urban,1,Rejected
HL101571,29,Private Employee,Permanent,41800,4.6,4500,3915000,15,4678000,763000,Independent House,Urban,3,Rejected
HL101572,44,Private Employee,Permanent,83500,14.3,12400,7681000,15,11895000,4214000,Apartment,Semi Urban,1,Approved
HL101573,33,Business Owner,Business,64000,2.5,7500,6640000,25,8853000,2213000,Plot,Semi Urban,1,Approved
HL101574,38,Salaried,Permanent,57100,15.9,9300,8533000,25,10114000,1581000,Apartment,Urban,4,Rejected
HL101575,51,Salaried,Permanent,18000,10.4,2400,2206000,25,2336000,130000,Builder Floor,Urban,0,Rejected
HL101576,45,Self Employed,Self Employed,45400,24.0,4200,4409000,20,6017000,1608000,Builder Floor,Urban,2,Approved
HL101577,45,Business Owner,Business,78900,12.8,0,5666000,30,7822000,2156000,Villa,Semi Urban,3,Approved
HL101578,55,Professional,Permanent,76800,32.1,12500,6632000,15,8319000,1687000,Independent House,Urban,3,Approved
HL101579,32,Business Owner,Business,104400,8.5,9400,14028000,10,19172000,5144000,Independent House,Urban,1,Approved
HL101580,29,Business Owner,Business,61600,1.3,11200,7860000,10,9730000,1870000,Independent House,Semi Urban,0,Approved
HL101581,32,Government Employee,Permanent,47800,11.0,7600,4493000,15,6468000,1975000,Apartment,Urban,3,Approved
HL101582,36,Government Employee,Permanent,28300,3.9,2600,3092000,25,4414000,1322000,Builder Floor,Semi Urban,3,Rejected
HL101583,22,Salaried,Permanent,49400,0.3,10000,5283000,20,5798000,515000,Apartment,Urban,1,Rejected
HL101584,36,Private Employee,Contract,30700,5.3,4200,3409000,20,3823000,414000,Apartment,Rural,1,Rejected
HL101585,33,Professional,Contract,27100,1.3,3600,2447000,15,3962000,1515000,Apartment,Urban,2,Approved
HL101586,45,Government Employee,Permanent,31600,13.2,3400,3449000,25,4889000,1440000,Builder Floor,Urban,0,Rejected
HL101587,41,Private Employee,Permanent,106800,19.7,27200,14568000,10,16536000,1968000,Builder Floor,Urban,3,Rejected
HL101588,33,Government Employee,Permanent,45600,12.0,2900,6042000,20,6672000,630000,Apartment,Urban,3,Rejected
HL101589,43,Salaried,Permanent,59800,9.2,5600,6697000,10,8773000,2076000,Apartment,Semi Urban,1,Approved
HL101590,45,Salaried,Contract,43000,11.3,900,4536000,20,5206000,670000,Plot,Urban,3,Approved
HL101591,31,Salaried,Permanent,24200,8.1,4300,3282000,15,4075000,793000,Independent House,Urban,3,Approved
HL101592,34,Professional,Contract,94900,5.5,7000,6435000,20,8210000,1775000,Builder Floor,Semi Urban,2,Approved
HL101593,22,Government Employee,Permanent,19400,1.0,1600,1545000,20,1963000,418000,Builder Floor,Urban,4,Approved
HL101594,28,Business Owner,Business,52800,3.2,4200,4902000,30,7105000,2203000,Plot,Semi Urban,1,Approved
HL101595,31,Self Employed,Self Employed,52900,2.3,6600,4606000,30,7274000,2668000,Apartment,Semi Urban,3,Approved
HL101596,39,Salaried,Contract,60100,10.1,1200,8552000,15,10451000,1899000,Villa,Urban,0,Approved
HL101597,29,Salaried,Contract,39100,1.0,0,3224000,10,3704000,480000,Builder Floor,Semi Urban,1,Rejected
HL101598,33,Business Owner,Business,29600,6.7,4600,1414000,10,1888000,474000,Apartment,Rural,2,Approved
HL101599,27,Salaried,Permanent,37800,3.8,0,2840000,10,4372000,1532000,Builder Floor,Semi Urban,0,Approved
HL101600,40,Professional,Permanent,44500,5.0,8400,6185000,15,7614000,1429000,Independent House,Urban,2,Approved
HL101601,42,Salaried,Permanent,38300,12.9,9400,4937000,25,6934000,1997000,Builder Floor,Urban,1,Rejected
HL101602,42,Self Employed,Self Employed,83800,8.2,9000,8880000,30,10485000,1605000,Villa,Rural,1,Rejected
HL101603,38,Business Owner,Business,39200,4.3,8800,3481000,15,4473000,992000,Apartment,Semi Urban,2,Rejected
HL101604,24,Salaried,Contract,62000,0.3,7300,9193000,25,10531000,1338000,Independent House,Urban,0,Approved
HL101605,32,Salaried,Permanent,58200,1.6,14400,4655000,25,5974000,1319000,Apartment,Urban,1,Approved
HL101606,34,Professional,Permanent,96000,13.0,8000,11586000,15,14679000,3093000,Apartment,Semi Urban,0,Approved
HL101607,34,Salaried,Permanent,51000,4.9,0,4514000,25,6172000,1658000,Builder Floor,Semi Urban,4,Rejected
HL101608,39,Private Employee,Permanent,77300,11.2,8800,4402000,30,6902000,2500000,Apartment,Rural,2,Rejected
HL101609,51,Private Employee,Permanent,50100,12.5,12900,4226000,30,5210000,984000,Builder Floor,Rural,2,Rejected
HL101610,45,Salaried,Permanent,65900,24.0,10700,10013000,25,10652000,639000,Apartment,Urban,2,Rejected
HL101611,29,Self Employed,Self Employed,27500,2.0,2200,2006000,15,2519000,513000,Villa,Semi Urban,2,Rejected
HL101612,44,Self Employed,Self Employed,18000,11.6,2600,1239000,15,1639000,400000,Builder Floor,Urban,1,Approved
HL101613,44,Government Employee,Permanent,61000,7.5,12100,7286000,30,9539000,2253000,Villa,Urban,0,Rejected
HL101614,31,Business Owner,Business,82200,9.4,9300,11667000,15,14720000,3053000,Builder Floor,Urban,2,Approved
HL101615,46,Salaried,Permanent,67100,15.4,22200,4800000,15,7262000,2462000,Builder Floor,Rural,1,Approved
HL101616,37,Salaried,Permanent,42800,7.8,3400,3136000,15,4077000,941000,Villa,Urban,3,Approved
HL101617,25,Private Employee,Permanent,105900,0.7,21200,12281000,20,15577000,3296000,Plot,Urban,1,Approved
HL101618,42,Professional,Permanent,50700,21.0,9200,3953000,10,4693000,740000,Apartment,Urban,2,Rejected
HL101619,40,Salaried,Contract,65500,8.1,4200,6742000,25,7330000,588000,Independent House,Urban,1,Rejected
HL101620,36,Salaried,Permanent,70800,3.3,6100,4470000,20,5931000,1461000,Apartment,Urban,2,Approved
HL101621,38,Private Employee,Permanent,117400,1.9,23600,11690000,15,15374000,3684000,Plot,Urban,4,Rejected
HL101622,32,Business Owner,Business,58700,1.6,7700,5775000,15,6678000,903000,Villa,Urban,1,Rejected
HL101623,43,Salaried,Contract,40400,10.7,5900,2868000,20,3660000,792000,Independent House,Urban,0,Rejected
HL101624,38,Government Employee,Permanent,26200,16.1,0,2029000,25,2563000,534000,Builder Floor,Semi Urban,2,Approved
HL101625,39,Self Employed,Self Employed,108900,10.6,18800,11595000,30,13970000,2375000,Apartment,Semi Urban,0,Approved
HL101626,41,Government Employee,Permanent,62200,2.4,8900,5037000,25,5972000,935000,Builder Floor,Semi Urban,0,Rejected
HL101627,28,Salaried,Permanent,66400,3.4,7600,4731000,15,6328000,1597000,Apartment,Urban,2,Approved
HL101628,30,Salaried,Permanent,220200,9.0,32800,19952000,25,25000000,5048000,Apartment,Urban,0,Approved
HL101629,22,Government Employee,Permanent,59600,0.4,5200,7813000,20,9444000,1631000,Villa,Urban,0,Rejected
HL101630,43,Private Employee,Permanent,30200,13.0,2200,3154000,20,3715000,561000,Apartment,Rural,1,Approved
HL101631,27,Business Owner,Business,62000,2.3,6200,6339000,20,8020000,1681000,Villa,Urban,1,Approved
HL101632,39,Private Employee,Permanent,34900,12.3,2900,3797000,15,5378000,1581000,Plot,Urban,3,Approved
HL101633,41,Self Employed,Self Employed,45300,5.0,13300,4262000,20,5583000,1321000,Plot,Rural,1,Rejected
HL101634,43,Professional,Permanent,52000,0.2,10000,4611000,20,5771000,1160000,Apartment,Rural,1,Approved
HL101635,27,Government Employee,Permanent,39500,1.0,1700,4030000,15,5335000,1305000,Apartment,Urban,2,Approved
HL101636,37,Government Employee,Permanent,27500,5.3,7800,1391000,25,2073000,682000,Apartment,Semi Urban,3,Approved
HL101637,53,Professional,Permanent,127600,14.4,10900,10446000,15,14102000,3656000,Independent House,Urban,1,Approved
HL101638,53,Salaried,Contract,62000,11.0,7600,5347000,20,7043000,1696000,Apartment,Urban,2,Approved
HL101639,47,Self Employed,Self Employed,48900,8.8,9400,4327000,25,5936000,1609000,Apartment,Urban,2,Rejected
HL101640,41,Self Employed,Self Employed,76200,19.1,0,7987000,5,10077000,2090000,Plot,Rural,1,Approved
HL101641,29,Salaried,Permanent,67000,1.6,6800,5236000,15,6842000,1606000,Builder Floor,Urban,0,Approved
HL101642,44,Private Employee,Contract,61300,11.2,4500,5962000,20,7279000,1317000,Plot,Semi Urban,2,Approved
HL101643,37,Salaried,Permanent,73700,2.1,10100,12199000,10,13494000,1295000,Apartment,Urban,1,Rejected
HL101644,43,Salaried,Permanent,57500,17.1,8600,5439000,15,7227000,1788000,Independent House,Semi Urban,1,Approved
HL101645,32,Private Employee,Permanent,73200,6.3,8300,4890000,25,6500000,1610000,Apartment,Semi Urban,2,Approved
HL101646,36,Government Employee,Permanent,72200,15.0,7900,9068000,5,11293000,2225000,Apartment,Semi Urban,0,Approved
HL101647,39,Self Employed,Self Employed,58300,3.5,12000,3464000,20,4969000,1505000,Independent House,Rural,1,Approved
HL101648,40,Professional,Permanent,56400,19.0,8100,3511000,5,4191000,680000,Builder Floor,Semi Urban,1,Rejected
HL101649,42,Business Owner,Business,134800,4.6,16600,13521000,10,14669000,1148000,Villa,Semi Urban,3,Rejected
HL101650,33,Salaried,Permanent,43700,4.4,5800,3850000,15,4606000,756000,Apartment,Urban,2,Rejected
HL101651,26,Salaried,Permanent,64600,0.8,17200,7127000,30,7890000,763000,Villa,Rural,1,Rejected
HL101652,53,Salaried,Permanent,65300,32.0,8700,5077000,20,6743000,1666000,Builder Floor,Urban,1,Approved
HL101653,60,Salaried,Permanent,41200,24.9,3200,5724000,15,6813000,1089000,Apartment,Urban,4,Approved
HL101654,42,Professional,Permanent,43300,13.5,0,2558000,15,3648000,1090000,Plot,Urban,2,Approved
HL101655,26,Government Employee,Permanent,43900,1.2,200,5452000,20,7756000,2304000,Apartment,Urban,2,Approved
HL101656,31,Salaried,Permanent,43400,0.4,3600,2735000,20,3203000,468000,Apartment,Semi Urban,0,Rejected
HL101657,43,Business Owner,Business,35100,7.8,3900,5266000,15,6235000,969000,Builder Floor,Urban,0,Rejected
HL101658,50,Government Employee,Permanent,38400,8.8,2900,2495000,10,3384000,889000,Apartment,Urban,1,Approved
HL101659,27,Salaried,Permanent,61100,0.5,9000,5412000,20,7714000,2302000,Plot,Rural,3,Approved
HL101660,37,Salaried,Permanent,95800,5.9,7100,11097000,20,11793000,696000,Apartment,Rural,3,Rejected
HL101661,40,Private Employee,Contract,69500,9.3,3300,7477000,25,9871000,2394000,Independent House,Urban,0,Approved
HL101662,46,Self Employed,Self Employed,18000,16.8,3000,1065000,20,1121000,56000,Villa,Rural,2,Rejected
HL101663,35,Salaried,Permanent,72300,0.7,16600,8624000,20,10468000,1844000,Builder Floor,Urban,3,Rejected
HL101664,24,Professional,Permanent,48500,0.5,1500,4852000,20,7006000,2154000,Plot,Urban,3,Approved
HL101665,44,Business Owner,Business,83000,5.6,11600,4570000,20,8476000,3906000,Villa,Rural,1,Approved
HL101666,48,Business Owner,Business,67300,26.5,0,6821000,20,8536000,1715000,Apartment,Semi Urban,1,Approved
HL101667,37,Salaried,Permanent,49700,15.5,100,6870000,15,7809000,939000,Apartment,Semi Urban,4,Rejected
HL101668,42,Salaried,Permanent,51700,12.9,3800,7791000,30,9489000,1698000,Villa,Urban,1,Approved
HL101669,34,Business Owner,Business,67000,4.8,14100,6975000,15,9003000,2028000,Independent House,Urban,1,Rejected
HL101670,30,Government Employee,Permanent,94200,9.0,5400,7067000,20,8478000,1411000,Apartment,Urban,1,Approved
HL101671,47,Private Employee,Permanent,53700,14.6,2900,3199000,20,3746000,547000,Builder Floor,Rural,2,Approved
HL101672,41,Self Employed,Self Employed,88300,19.7,10900,11147000,25,13691000,2544000,Apartment,Urban,0,Approved
HL101673,42,Salaried,Permanent,82700,13.3,10200,11272000,10,15062000,3790000,Apartment,Urban,2,Approved
HL101674,52,Self Employed,Self Employed,73100,2.9,4200,7288000,25,9184000,1896000,Builder Floor,Urban,4,Approved
HL101675,29,Professional,Contract,27900,0.3,7800,1870000,10,2199000,329000,Independent House,Semi Urban,2,Rejected
HL101676,33,Self Employed,Self Employed,89500,4.1,8800,8732000,10,10475000,1743000,Plot,Urban,4,Approved
HL101677,39,Private Employee,Permanent,44100,15.2,5700,3752000,25,4615000,863000,Apartment,Semi Urban,3,Approved
HL101678,33,Business Owner,Business,93500,3.6,8200,14766000,15,17171000,2405000,Independent House,Urban,3,Approved
HL101679,45,Private Employee,Permanent,35000,24.0,5400,4438000,20,5305000,867000,Villa,Urban,2,Approved
HL101680,36,Self Employed,Self Employed,31800,11.9,7000,2148000,20,2948000,800000,Apartment,Urban,3,Approved
HL101681,29,Business Owner,Business,164800,8.0,41700,15183000,30,19016000,3833000,Villa,Urban,2,Approved
HL101682,39,Self Employed,Self Employed,35200,6.2,2100,2409000,25,2618000,209000,Apartment,Semi Urban,1,Rejected
HL101683,40,Government Employee,Permanent,86200,3.9,17900,7748000,15,11100000,3352000,Apartment,Semi Urban,3,Approved
HL101684,46,Salaried,Permanent,57100,4.5,9400,6400000,25,8572000,2172000,Apartment,Urban,2,Approved
HL101685,42,Salaried,Permanent,44800,14.2,8900,3449000,15,3873000,424000,Apartment,Urban,3,Rejected
HL101686,42,Private Employee,Permanent,53100,2.1,6000,4952000,20,6119000,1167000,Apartment,Urban,1,Approved
HL101687,41,Private Employee,Contract,30200,2.2,3200,3275000,25,3883000,608000,Plot,Rural,1,Rejected
HL101688,36,Private Employee,Permanent,53800,4.3,10500,4793000,25,6604000,1811000,Independent House,Rural,2,Approved
HL101689,32,Government Employee,Permanent,31600,6.0,6200,3113000,20,3845000,732000,Apartment,Semi Urban,2,Approved
HL101690,41,Self Employed,Self Employed,45300,4.9,11100,4651000,25,5919000,1268000,Independent House,Urban,1,Approved
HL101691,35,Professional,Permanent,94500,13.6,12800,13770000,20,17318000,3548000,Apartment,Urban,3,Approved
HL101692,53,Salaried,Permanent,60700,32.0,6800,6257000,30,6965000,708000,Independent House,Rural,2,Approved
HL101693,50,Self Employed,Self Employed,27800,0.6,0,3324000,10,4979000,1655000,Builder Floor,Urban,0,Approved
HL101694,44,Self Employed,Self Employed,79500,14.8,0,4418000,15,6077000,1659000,Villa,Semi Urban,2,Approved
HL101695,41,Private Employee,Permanent,54000,6.0,4800,3434000,25,4089000,655000,Villa,Rural,0,Rejected
HL101696,37,Salaried,Permanent,42400,13.9,1400,2360000,15,3087000,727000,Apartment,Semi Urban,2,Rejected
HL101697,27,Self Employed,Self Employed,75800,4.0,14000,7882000,15,11227000,3345000,Apartment,Semi Urban,0,Approved
HL101698,36,Professional,Permanent,57800,7.9,900,6829000,25,8806000,1977000,Plot,Urban,1,Approved
HL101699,39,Self Employed,Self Employed,32100,7.6,2600,1538000,20,2346000,808000,Independent House,Rural,4,Rejected
HL101700,40,Professional,Contract,143100,2.1,11900,13664000,10,25000000,11336000,Villa,Urban,0,Approved
HL101701,42,Professional,Permanent,61800,21.0,13400,6476000,10,8196000,1720000,Builder Floor,Rural,2,Approved
HL101702,46,Government Employee,Permanent,49600,3.9,3500,4254000,15,5146000,892000,Apartment,Urban,2,Approved
HL101703,32,Private Employee,Permanent,45100,11.0,7000,4968000,15,5783000,815000,Plot,Semi Urban,0,Rejected
HL101704,32,Private Employee,Permanent,92100,8.2,12500,9678000,10,10187000,509000,Independent House,Rural,4,Rejected
HL101705,51,Professional,Permanent,49200,9.4,9500,2355000,25,3462000,1107000,Apartment,Semi Urban,1,Approved
HL101706,45,Salaried,Permanent,27000,6.6,5100,3312000,15,4098000,786000,Apartment,Urban,2,Rejected
HL101707,34,Government Employee,Permanent,37900,1.4,4400,2782000,25,3919000,1137000,Independent House,Urban,3,Approved
HL101708,37,Business Owner,Business,123000,7.7,0,12898000,30,18588000,5690000,Apartment,Semi Urban,2,Approved
HL101709,37,Government Employee,Permanent,74800,1.6,7600,9428000,15,10881000,1453000,Villa,Semi Urban,1,Rejected
HL101710,38,Self Employed,Self Employed,48300,17.0,5700,7189000,30,8414000,1225000,Villa,Urban,3,Rejected
HL101711,42,Government Employee,Permanent,95500,11.9,13600,7184000,10,11217000,4033000,Independent House,Rural,4,Approved
HL101712,61,Professional,Contract,87200,18.3,5300,4940000,20,6288000,1348000,Independent House,Rural,1,Approved
HL101713,40,Business Owner,Business,60100,9.5,12700,4359000,30,5234000,875000,Villa,Rural,2,Rejected
HL101714,44,Government Employee,Permanent,47800,13.5,5800,5524000,25,6396000,872000,Independent House,Semi Urban,1,Rejected
HL101715,23,Self Employed,Self Employed,62800,0.7,2900,4186000,15,5290000,1104000,Builder Floor,Rural,1,Approved
HL101716,34,Government Employee,Permanent,35400,5.2,3000,2657000,15,4029000,1372000,Apartment,Rural,1,Approved
HL101717,49,Private Employee,Contract,54300,28.0,14900,4540000,15,6260000,1720000,Builder Floor,Urban,0,Approved
HL101718,42,Private Employee,Contract,62200,19.8,10800,3481000,30,4547000,1066000,Apartment,Rural,2,Rejected
HL101719,22,Business Owner,Business,31700,0.7,6500,2776000,15,4252000,1476000,Apartment,Urban,0,Rejected
HL101720,44,Salaried,Permanent,49800,7.2,1800,3727000,20,5577000,1850000,Villa,Rural,0,Approved
HL101721,55,Salaried,Permanent,47300,2.2,3100,4153000,15,5513000,1360000,Apartment,Semi Urban,1,Rejected
HL101722,22,Self Employed,Self Employed,86000,0.7,5600,6130000,15,10988000,4858000,Apartment,Semi Urban,0,Approved
HL101723,52,Private Employee,Permanent,23600,15.5,3200,2375000,15,2970000,595000,Apartment,Urban,2,Approved
HL101724,22,Private Employee,Contract,45600,0.4,4800,5083000,15,7344000,2261000,Plot,Urban,2,Approved
HL101725,46,Salaried,Permanent,43600,11.0,3500,5228000,20,6443000,1215000,Independent House,Urban,0,Approved
HL101726,38,Government Employee,Permanent,79300,2.8,7200,6831000,15,9652000,2821000,Apartment,Semi Urban,1,Approved
HL101727,22,Business Owner,Business,66400,0.2,3800,4929000,15,6162000,1233000,Independent House,Rural,0,Approved
HL101728,42,Salaried,Permanent,121600,19.8,12800,12284000,20,16531000,4247000,Apartment,Urban,2,Approved
HL101729,48,Government Employee,Permanent,69300,1.2,14500,3500000,15,5945000,2445000,Builder Floor,Urban,1,Approved
HL101730,41,Professional,Contract,51800,17.1,0,4740000,25,6734000,1994000,Apartment,Semi Urban,2,Rejected
HL101731,43,Salaried,Contract,60300,22.0,8900,4548000,20,6130000,1582000,Independent House,Urban,2,Rejected
HL101732,34,Self Employed,Self Employed,46200,8.6,10600,6594000,20,7832000,1238000,Independent House,Urban,1,Rejected
HL101733,22,Salaried,Permanent,79800,0.6,8400,10046000,15,13133000,3087000,Independent House,Urban,0,Rejected
HL101734,44,Business Owner,Business,37200,4.9,2900,3763000,5,4372000,609000,Builder Floor,Semi Urban,1,Rejected
HL101735,54,Self Employed,Self Employed,37400,8.0,7300,3878000,25,5469000,1591000,Apartment,Semi Urban,1,Rejected
HL101736,48,Business Owner,Business,83100,9.0,3400,6548000,25,9209000,2661000,Plot,Rural,1,Approved
HL101737,22,Salaried,Permanent,94100,0.1,11100,7110000,15,8951000,1841000,Independent House,Urban,4,Approved
HL101738,24,Private Employee,Permanent,20100,0.7,700,2044000,15,3159000,1115000,Villa,Urban,0,Approved
HL101739,30,Self Employed,Self Employed,100600,4.5,0,10569000,15,16058000,5489000,Apartment,Semi Urban,1,Approved
HL101740,24,Salaried,Permanent,50900,1.0,5500,2448000,20,3188000,740000,Apartment,Rural,3,Approved
HL101741,38,Salaried,Permanent,23200,9.0,400,1805000,10,2456000,651000,Apartment,Urban,3,Rejected
HL101742,42,Salaried,Contract,18000,19.7,2100,1566000,30,1894000,328000,Apartment,Rural,1,Rejected
HL101743,25,Professional,Permanent,31300,2.1,6500,2695000,10,3361000,666000,Builder Floor,Semi Urban,2,Rejected
HL101744,45,Self Employed,Self Employed,53700,15.4,14400,5036000,30,5814000,778000,Plot,Rural,0,Rejected
HL101745,43,Private Employee,Permanent,52600,2.2,6700,6077000,10,7427000,1350000,Apartment,Urban,3,Approved
HL101746,33,Self Employed,Self Employed,72000,11.2,14500,9198000,15,11668000,2470000,Independent House,Urban,2,Approved
HL101747,36,Private Employee,Contract,42300,1.4,6400,3392000,15,3716000,324000,Villa,Urban,1,Rejected
HL101748,22,Private Employee,Permanent,32900,0.3,2900,2648000,15,3608000,960000,Apartment,Semi Urban,1,Approved
HL101749,35,Private Employee,Permanent,45000,2.4,0,3937000,30,5638000,1701000,Independent House,Rural,1,Approved
HL101750,38,Private Employee,Permanent,55000,1.1,13800,5069000,20,6493000,1424000,Villa,Urban,2,Approved
HL101751,40,Salaried,Permanent,60100,9.7,2200,7573000,10,7972000,399000,Apartment,Urban,0,Rejected
HL101752,41,Business Owner,Business,47500,13.7,11000,3145000,30,3930000,785000,Independent House,Urban,2,Rejected
HL101753,40,Business Owner,Business,101600,19.0,16600,8168000,15,9162000,994000,Apartment,Semi Urban,0,Approved
HL101754,36,Government Employee,Permanent,38900,8.4,1600,3061000,10,3694000,633000,Apartment,Rural,2,Approved
HL101755,41,Private Employee,Permanent,36600,4.5,5300,2959000,5,4458000,1499000,Villa,Urban,1,Rejected
HL101756,47,Salaried,Permanent,42400,8.1,12300,5410000,20,5695000,285000,Villa,Semi Urban,3,Rejected
HL101757,37,Professional,Permanent,101100,1.3,24600,12292000,30,14541000,2249000,Builder Floor,Urban,1,Rejected
HL101758,41,Professional,Contract,58700,6.8,4600,5314000,5,7446000,2132000,Apartment,Rural,1,Rejected
HL101759,36,Professional,Permanent,45600,6.8,2900,5602000,25,6700000,1098000,Plot,Semi Urban,1,Rejected
HL101760,32,Government Employee,Permanent,78100,7.3,10000,6938000,15,8237000,1299000,Builder Floor,Urban,2,Approved
HL101761,43,Salaried,Permanent,142100,17.4,15200,6281000,15,10173000,3892000,Villa,Semi Urban,1,Approved
HL101762,33,Salaried,Permanent,59500,7.8,12900,6553000,25,8741000,2188000,Builder Floor,Semi Urban,1,Rejected
HL101763,41,Salaried,Permanent,94400,4.1,16900,5638000,25,7994000,2356000,Builder Floor,Rural,0,Approved
HL101764,38,Salaried,Permanent,86400,2.6,0,6477000,20,8747000,2270000,Plot,Semi Urban,1,Approved
HL101765,35,Salaried,Permanent,41300,10.5,6500,3070000,15,4002000,932000,Builder Floor,Urban,3,Approved
HL101766,35,Professional,Permanent,63100,0.9,6700,5671000,5,8353000,2682000,Villa,Semi Urban,1,Approved
HL101767,33,Salaried,Permanent,30400,12.0,3700,1816000,25,2894000,1078000,Independent House,Semi Urban,3,Approved
HL101768,23,Salaried,Permanent,49400,0.5,6900,4464000,20,4880000,416000,Builder Floor,Urban,3,Rejected
HL101769,41,Business Owner,Business,51100,20.0,11000,3920000,15,5008000,1088000,Plot,Rural,2,Rejected
HL101770,40,Private Employee,Contract,45200,5.4,9000,5601000,15,7149000,1548000,Apartment,Urban,0,Rejected
HL101771,46,Self Employed,Self Employed,38700,17.3,2300,2525000,25,3101000,576000,Apartment,Rural,2,Approved
HL101772,33,Private Employee,Permanent,47600,1.9,5500,5183000,10,7389000,2206000,Apartment,Urban,3,Approved
HL101773,55,Business Owner,Business,86000,16.1,7200,8381000,20,11035000,2654000,Builder Floor,Urban,1,Approved
HL101774,35,Private Employee,Permanent,51300,1.2,0,3927000,20,6274000,2347000,Apartment,Urban,1,Approved
HL101775,30,Private Employee,Permanent,23400,5.3,2600,1657000,15,2395000,738000,Apartment,Semi Urban,1,Rejected
HL101776,29,Self Employed,Self Employed,38700,1.3,10400,1834000,20,2734000,900000,Independent House,Rural,1,Approved
HL101777,22,Private Employee,Permanent,27300,0.2,0,2749000,20,3138000,389000,Apartment,Urban,0,Rejected
HL101778,52,Government Employee,Permanent,57400,10.1,6800,8313000,20,9844000,1531000,Builder Floor,Urban,1,Approved
HL101779,50,Private Employee,Contract,67900,11.1,7800,3830000,30,4571000,741000,Independent House,Rural,2,Rejected
HL101780,43,Salaried,Permanent,60800,14.6,8700,6404000,20,9500000,3096000,Apartment,Semi Urban,1,Approved
HL101781,30,Self Employed,Self Employed,38000,5.6,1600,2985000,10,3482000,497000,Apartment,Urban,1,Rejected
HL101782,54,Salaried,Contract,60500,16.8,400,4510000,15,5275000,765000,Plot,Rural,4,Approved
HL101783,35,Salaried,Permanent,43800,11.9,400,5457000,20,6274000,817000,Villa,Urban,1,Approved
HL101784,36,Salaried,Permanent,32500,9.1,7400,3042000,15,5435000,2393000,Independent House,Urban,0,Approved
HL101785,51,Business Owner,Business,94600,19.1,3900,7139000,25,9021000,1882000,Apartment,Urban,0,Approved
HL101786,44,Government Employee,Permanent,74400,4.2,6000,4539000,10,6153000,1614000,Builder Floor,Semi Urban,1,Approved
HL101787,58,Self Employed,Self Employed,83000,33.2,23900,10525000,10,12080000,1555000,Plot,Urban,2,Rejected
HL101788,40,Business Owner,Business,51500,15.6,3200,2966000,15,4218000,1252000,Villa,Rural,0,Approved
HL101789,34,Salaried,Permanent,92100,6.9,13600,12499000,25,13558000,1059000,Independent House,Urban,3,Rejected
HL101790,32,Self Employed,Self Employed,43400,8.8,8900,4555000,20,5307000,752000,Builder Floor,Rural,3,Rejected
HL101791,22,Government Employee,Permanent,69100,0.4,13900,5125000,20,6112000,987000,Villa,Urban,1,Rejected
HL101792,35,Salaried,Permanent,43000,14.0,600,5505000,15,7220000,1715000,Independent House,Urban,2,Approved
HL101793,48,Self Employed,Self Employed,49000,13.3,3100,3488000,30,4135000,647000,Builder Floor,Urban,2,Approved
HL101794,43,Professional,Permanent,21000,9.5,3000,2398000,25,3644000,1246000,Builder Floor,Urban,3,Approved
HL101795,38,Government Employee,Permanent,44900,10.3,12300,6027000,15,8148000,2121000,Plot,Urban,1,Rejected
HL101796,29,Private Employee,Permanent,56400,8.0,3300,5208000,25,6236000,1028000,Plot,Rural,2,Rejected
HL101797,40,Government Employee,Permanent,42800,5.5,3400,4752000,30,6787000,2035000,Independent House,Semi Urban,0,Approved
HL101798,47,Private Employee,Permanent,119400,15.1,18300,13950000,15,17191000,3241000,Independent House,Semi Urban,0,Approved
HL101799,42,Private Employee,Permanent,32100,6.5,5400,2259000,15,2731000,472000,Apartment,Urban,3,Rejected
HL101800,40,Private Employee,Permanent,42000,8.2,7300,1779000,20,2511000,732000,Independent House,Rural,1,Rejected
HL101801,31,Private Employee,Permanent,36100,2.2,1900,2835000,15,2984000,149000,Apartment,Urban,1,Rejected
HL101802,46,Salaried,Permanent,42000,15.6,3300,3352000,25,4648000,1296000,Apartment,Semi Urban,1,Approved
