Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Loan_Purpose,Number_of_Dependents,Monthly_Household_Expenses,Monthly_Savings_Surplus,Residence_Type,Employment_Business_Stability,Loan_Approval
PL101489,28,Private Employee,Permanent,37700,6.9,3200,323000,4,Consumer Purchase,2,12500,22500,Owned,Very Stable,Rejected
PL101490,37,Self Employed,Self Employed,29000,3.5,2800,161000,1,Home Renovation,1,10300,15600,Rented,Moderate,Approved
PL101491,21,Government Employee,Permanent,42700,0.2,7500,107000,4,Wedding,3,15300,20800,Family Owned,Unstable,Approved
PL101492,45,Salaried,Permanent,21200,7.9,6700,139000,2,Emergency,1,14200,-100,Rented,Moderate,Rejected
PL101493,36,Private Employee,Permanent,14000,4.8,0,76000,4,Emergency,1,5100,8700,Rented,Stable,Approved
PL101494,52,Private Employee,Permanent,45100,27.5,2000,404000,5,Emergency,2,32900,10400,Owned,Moderate,Rejected
PL101495,37,Business Owner,Business,40800,4.5,12100,272000,1,Travel,2,15600,14000,Family Owned,Unstable,Rejected
PL101496,39,Salaried,Contract,49500,4.3,11600,564000,3,Home Renovation,0,25600,11800,Owned,Stable,Rejected
PL101497,25,Professional,Permanent,41900,0.7,6700,348000,5,Consumer Purchase,1,18500,14900,Owned,Unstable,Rejected
PL101498,48,Salaried,Permanent,19100,14.2,3500,213000,1,Wedding,3,6000,10200,Owned,Moderate,Approved
PL101499,40,Private Employee,Permanent,20100,2.5,4100,120000,1,Debt Consolidation,2,7100,8400,Family Owned,Moderate,Rejected
PL101500,35,Government Employee,Permanent,51500,5.0,8200,284000,2,Debt Consolidation,1,28300,16000,Owned,Moderate,Approved
PL101501,41,Salaried,Permanent,20200,20.7,3000,221000,3,Home Renovation,2,3000,13600,Owned,Very Stable,Rejected
PL101502,35,Private Employee,Permanent,29600,3.7,8100,101000,3,Travel,0,11900,7700,Owned,Moderate,Rejected
PL101503,27,Private Employee,Contract,20800,0.6,0,236000,3,Emergency,2,4600,15900,Owned,Stable,Rejected
PL101504,30,Salaried,Permanent,59400,3.4,15700,188000,1,Home Renovation,1,32600,12600,Owned,Stable,Approved
PL101505,37,Salaried,Permanent,17400,15.2,200,38000,2,Debt Consolidation,2,3200,13400,Family Owned,Moderate,Approved
PL101506,50,Private Employee,Permanent,42400,4.3,12200,198000,1,Consumer Purchase,3,8200,21700,Owned,Stable,Approved
PL101507,30,Salaried,Permanent,21700,2.2,2800,115000,1,Emergency,1,8700,10700,Owned,Stable,Rejected
PL101508,41,Salaried,Contract,42900,14.2,5000,247000,2,Debt Consolidation,0,15300,23200,Rented,Moderate,Approved
PL101509,26,Private Employee,Permanent,42600,2.8,800,161000,4,Wedding,1,20600,25600,Owned,Stable,Approved
PL101510,40,Salaried,Permanent,37800,8.9,8700,351000,3,Debt Consolidation,2,13900,16000,Rented,Stable,Approved
PL101511,39,Government Employee,Permanent,62400,19.0,11400,518000,2,Travel,1,8500,43000,Owned,Stable,Approved
PL101512,28,Salaried,Permanent,80400,7.8,10600,330000,1,Home Renovation,3,8000,61000,Rented,Unstable,Approved
PL101513,40,Private Employee,Permanent,14000,3.8,700,70000,4,Home Renovation,2,5200,7900,Owned,Unstable,Rejected
PL101514,23,Business Owner,Business,30400,1.8,7400,192000,5,Emergency,1,22900,200,Family Owned,Stable,Rejected
PL101515,35,Salaried,Permanent,25600,5.6,3000,194000,1,Debt Consolidation,1,5100,18000,Rented,Stable,Approved
PL101516,32,Professional,Contract,50500,1.1,5000,143000,3,Home Renovation,0,36900,6200,Rented,Moderate,Approved
PL101517,47,Self Employed,Self Employed,52800,9.2,13800,184000,3,Consumer Purchase,1,19400,18900,Owned,Stable,Approved
PL101518,32,Business Owner,Business,16300,4.3,3200,140000,5,Wedding,0,5400,7100,Owned,Stable,Approved
PL101519,46,Business Owner,Business,32400,11.3,12400,200000,3,Wedding,1,14800,4200,Family Owned,Unstable,Rejected
PL101520,46,Salaried,Permanent,23900,16.1,3600,197000,1,Home Renovation,2,11300,9900,Owned,Stable,Approved
PL101521,53,Salaried,Contract,42300,11.1,15100,463000,2,Emergency,0,15400,12200,Rented,Stable,Rejected
PL101522,21,Business Owner,Business,55000,0.4,10700,246000,5,Medical,1,16800,29400,Rented,Moderate,Approved
PL101523,38,Salaried,Permanent,20300,3.9,4400,227000,3,Debt Consolidation,2,8300,8200,Family Owned,Moderate,Rejected
PL101524,47,Self Employed,Self Employed,33000,2.6,5000,79000,1,Medical,0,11200,16100,Owned,Moderate,Approved
PL101525,39,Government Employee,Permanent,21000,1.6,4200,192000,3,Home Renovation,3,9200,7400,Rented,Moderate,Rejected
PL101526,35,Private Employee,Permanent,15900,6.4,3900,109000,3,Consumer Purchase,3,5000,7500,Family Owned,Moderate,Rejected
PL101527,39,Salaried,Permanent,55900,5.8,8100,555000,1,Home Renovation,3,32600,13400,Owned,Moderate,Rejected
PL101528,29,Professional,Permanent,53800,4.0,4300,208000,4,Medical,3,14700,35000,Rented,Very Stable,Approved
PL101529,50,Business Owner,Business,20700,3.3,1800,188000,1,Home Renovation,3,4100,14400,Rented,Unstable,Approved
PL101530,34,Government Employee,Permanent,54600,4.7,9500,608000,3,Travel,2,27900,16100,Owned,Unstable,Rejected
PL101531,32,Private Employee,Contract,18900,4.5,2200,167000,2,Other Personal,0,11200,5600,Rented,Very Stable,Approved
PL101532,21,Salaried,Contract,47300,0.3,7500,311000,3,Medical,4,19000,20700,Owned,Very Stable,Rejected
PL101533,42,Salaried,Contract,20800,4.2,4400,97000,2,Wedding,0,6800,9200,Rented,Stable,Approved
PL101534,23,Professional,Contract,33300,0.5,6200,200000,1,Other Personal,1,10100,17300,Rented,Stable,Approved
PL101535,48,Salaried,Permanent,31100,9.9,7600,317000,3,Medical,4,9500,15100,Rented,Moderate,Approved
PL101536,45,Salaried,Contract,14000,23.5,2200,140000,1,Other Personal,3,7200,3800,Family Owned,Very Stable,Rejected
PL101537,33,Self Employed,Self Employed,28200,8.9,1600,153000,5,Consumer Purchase,2,17200,8600,Owned,Moderate,Approved
PL101538,21,Salaried,Contract,31200,0.2,3200,195000,2,Wedding,1,13600,13600,Rented,Stable,Approved
PL101539,28,Business Owner,Business,19500,3.5,3800,146000,3,Consumer Purchase,2,5900,10300,Rented,Moderate,Approved
PL101540,36,Professional,Permanent,26000,16.0,6800,294000,3,Wedding,3,7800,11600,Rented,Moderate,Rejected
PL101541,36,Self Employed,Self Employed,53000,7.6,8300,177000,2,Consumer Purchase,1,17400,27000,Owned,Stable,Approved
PL101542,29,Salaried,Permanent,31600,8.2,2300,102000,2,Wedding,2,13200,14700,Rented,Stable,Approved
PL101543,49,Self Employed,Self Employed,26000,14.8,5000,270000,2,Wedding,0,9200,13100,Owned,Stable,Rejected
PL101544,27,Salaried,Permanent,17800,3.1,5200,133000,4,Wedding,1,6200,5900,Rented,Stable,Approved
PL101545,21,Salaried,Permanent,23000,0.8,3900,241000,1,Home Renovation,2,6200,12100,Rented,Very Stable,Rejected
PL101546,42,Business Owner,Business,31300,14.3,1500,355000,1,Wedding,1,7100,20000,Rented,Very Stable,Approved
PL101547,41,Professional,Permanent,28600,12.9,0,232000,3,Debt Consolidation,1,15200,12700,Rented,Moderate,Approved
PL101548,33,Salaried,Permanent,21000,11.4,6600,44000,2,Debt Consolidation,2,8000,6100,Owned,Moderate,Approved
PL101549,33,Salaried,Permanent,24000,1.7,3700,73000,2,Consumer Purchase,3,10000,10000,Owned,Moderate,Approved
PL101550,33,Government Employee,Permanent,21700,4.2,800,212000,2,Medical,3,13600,7700,Owned,Moderate,Approved
PL101551,32,Salaried,Permanent,63200,4.0,6900,624000,5,Wedding,1,6300,50500,Rented,Moderate,Approved
PL101552,42,Government Employee,Permanent,60500,2.9,20800,231000,1,Consumer Purchase,2,19600,20900,Owned,Moderate,Rejected
PL101553,36,Government Employee,Permanent,33000,10.3,9700,285000,1,Other Personal,4,10000,12200,Rented,Moderate,Rejected
PL101554,28,Professional,Contract,40100,5.2,5100,371000,4,Medical,2,18500,17500,Family Owned,Stable,Rejected
PL101555,43,Professional,Permanent,64500,12.5,2900,170000,3,Medical,0,10700,51100,Owned,Moderate,Approved
PL101556,46,Private Employee,Permanent,50600,9.3,14600,82000,1,Consumer Purchase,0,33500,2000,Rented,Stable,Approved
PL101557,36,Salaried,Permanent,22700,12.7,5400,55000,3,Home Renovation,2,4200,12300,Owned,Stable,Approved
PL101558,35,Private Employee,Permanent,38600,15.0,5900,314000,1,Emergency,0,17600,15400,Owned,Moderate,Approved
PL101559,44,Salaried,Permanent,28600,3.8,0,134000,3,Medical,2,8300,20900,Rented,Very Stable,Approved
PL101560,51,Private Employee,Contract,49100,17.7,7700,390000,3,Debt Consolidation,2,30100,12400,Rented,Very Stable,Approved
PL101561,31,Salaried,Permanent,14000,1.6,3000,103000,3,Debt Consolidation,0,6900,3900,Rented,Unstable,Rejected
PL101562,35,Private Employee,Contract,14000,3.7,1700,78000,2,Wedding,4,4000,8600,Owned,Stable,Rejected
PL101563,36,Government Employee,Permanent,39600,8.0,2800,417000,3,Medical,3,16300,18000,Owned,Moderate,Rejected
PL101564,33,Private Employee,Permanent,36500,1.4,1000,207000,3,Consumer Purchase,2,22200,13000,Family Owned,Stable,Approved
PL101565,36,Salaried,Permanent,41600,16.0,6500,214000,1,Consumer Purchase,3,17100,19700,Rented,Unstable,Approved
PL101566,60,Professional,Permanent,22100,13.8,100,67000,5,Emergency,2,3500,18600,Owned,Stable,Approved
PL101567,32,Private Employee,Permanent,16800,1.2,3100,153000,4,Debt Consolidation,1,8500,4700,Rented,Stable,Rejected
PL101568,45,Salaried,Permanent,26000,10.3,200,142000,5,Consumer Purchase,1,15500,8900,Rented,Stable,Approved
PL101569,28,Salaried,Permanent,14800,3.2,1200,162000,4,Consumer Purchase,0,3800,9500,Rented,Unstable,Rejected
PL101570,31,Salaried,Permanent,19600,3.9,1000,113000,4,Travel,2,7700,10700,Rented,Very Stable,Rejected
PL101571,21,Government Employee,Permanent,48000,0.5,1600,177000,2,Debt Consolidation,2,13400,33700,Family Owned,Moderate,Approved
PL101572,35,Private Employee,Permanent,27800,4.8,500,217000,3,Travel,3,7200,20500,Family Owned,Unstable,Approved
PL101573,23,Business Owner,Business,25500,1.3,6900,202000,4,Consumer Purchase,2,9200,9900,Family Owned,Moderate,Approved
PL101574,37,Professional,Permanent,20600,7.6,2600,138000,1,Consumer Purchase,2,2100,16100,Rented,Moderate,Rejected
PL101575,32,Salaried,Contract,25400,1.2,300,203000,1,Home Renovation,2,8800,16700,Owned,Stable,Approved
PL101576,21,Private Employee,Contract,35700,0.8,7400,359000,2,Emergency,1,12100,17400,Rented,Stable,Approved
PL101577,34,Salaried,Contract,40400,7.2,2600,115000,2,Wedding,3,7600,30800,Family Owned,Very Stable,Approved
PL101578,32,Salaried,Contract,18300,3.8,5100,110000,4,Other Personal,1,8700,4600,Rented,Moderate,Rejected
PL101579,54,Salaried,Permanent,34600,16.5,3100,408000,5,Medical,3,21300,10200,Family Owned,Stable,Approved
PL101580,37,Self Employed,Self Employed,75900,17.0,7500,491000,4,Home Renovation,2,54300,14700,Family Owned,Moderate,Approved
PL101581,23,Private Employee,Permanent,22800,1.0,0,106000,1,Medical,0,10300,12500,Family Owned,Unstable,Rejected
PL101582,38,Professional,Permanent,39100,18.0,10900,187000,3,Wedding,2,8800,19000,Owned,Stable,Approved
PL101583,39,Private Employee,Permanent,28700,16.9,1400,213000,3,Emergency,0,14500,15300,Owned,Very Stable,Approved
PL101584,31,Salaried,Permanent,32300,3.8,2900,211000,3,Emergency,2,17400,11300,Rented,Very Stable,Rejected
PL101585,33,Salaried,Permanent,47400,13.0,1600,283000,2,Other Personal,1,16400,29100,Owned,Very Stable,Approved
PL101586,41,Self Employed,Self Employed,38100,20.8,1000,259000,2,Travel,3,21200,14900,Rented,Very Stable,Rejected
PL101587,26,Salaried,Contract,42300,2.9,7800,240000,3,Emergency,3,11700,25600,Family Owned,Very Stable,Rejected
PL101588,51,Salaried,Permanent,20100,13.3,6800,173000,3,Wedding,1,6700,6900,Rented,Very Stable,Rejected
PL101589,45,Salaried,Permanent,25600,17.1,5400,91000,2,Travel,4,6200,15000,Owned,Moderate,Rejected
PL101590,39,Salaried,Permanent,49700,6.7,0,221000,2,Travel,3,18700,34100,Rented,Stable,Approved
PL101591,24,Government Employee,Permanent,21300,3.1,5000,201000,1,Debt Consolidation,3,10100,6500,Family Owned,Moderate,Rejected
PL101592,46,Government Employee,Permanent,37700,3.2,4900,280000,5,Debt Consolidation,0,13900,19800,Rented,Stable,Rejected
PL101593,24,Private Employee,Permanent,50800,0.9,2500,329000,4,Home Renovation,1,28000,22500,Rented,Unstable,Rejected
PL101594,37,Salaried,Permanent,45400,3.8,7800,542000,3,Home Renovation,3,16100,21100,Owned,Very Stable,Approved
PL101595,33,Private Employee,Contract,25700,9.5,1700,156000,5,Consumer Purchase,1,19800,3900,Rented,Very Stable,Approved
PL101596,41,Government Employee,Permanent,29600,4.8,8900,327000,3,Medical,3,17600,3300,Family Owned,Stable,Rejected
PL101597,32,Business Owner,Business,37200,2.1,7300,210000,4,Wedding,3,17500,12100,Owned,Stable,Rejected
PL101598,25,Private Employee,Permanent,22800,0.7,700,260000,4,Wedding,2,11600,10100,Rented,Stable,Approved
PL101599,29,Private Employee,Contract,22100,3.2,3300,34000,1,Emergency,0,18200,500,Rented,Moderate,Rejected
PL101600,32,Government Employee,Permanent,26000,1.3,0,311000,4,Wedding,1,11300,15000,Family Owned,Unstable,Rejected
PL101601,45,Private Employee,Permanent,56700,25.0,4800,147000,1,Wedding,1,27600,24700,Rented,Very Stable,Approved
PL101602,35,Salaried,Permanent,18100,9.2,4600,213000,3,Medical,2,7100,6000,Family Owned,Stable,Rejected
PL101603,25,Self Employed,Self Employed,37500,1.9,10800,252000,1,Emergency,2,11100,15100,Rented,Very Stable,Approved
PL101604,42,Professional,Permanent,38300,4.1,3300,452000,5,Travel,3,12700,21900,Rented,Moderate,Rejected
PL101605,40,Professional,Contract,71300,2.7,10500,132000,3,Medical,0,27700,30400,Owned,Stable,Approved
PL101606,28,Government Employee,Permanent,83300,1.4,13200,649000,1,Medical,0,34400,36000,Owned,Unstable,Approved
PL101607,27,Self Employed,Self Employed,21200,1.1,5100,51000,1,Debt Consolidation,2,9700,5900,Family Owned,Moderate,Approved
PL101608,33,Private Employee,Permanent,44000,6.6,2100,482000,1,Consumer Purchase,3,24700,19400,Family Owned,Very Stable,Rejected
PL101609,30,Private Employee,Contract,25500,6.5,6600,58000,3,Other Personal,1,14500,4600,Owned,Stable,Rejected
PL101610,42,Salaried,Contract,41200,11.4,7100,173000,1,Home Renovation,1,30700,3800,Owned,Moderate,Rejected
PL101611,36,Self Employed,Self Employed,19900,10.5,3300,88000,5,Wedding,2,3700,13300,Owned,Stable,Approved
PL101612,26,Self Employed,Self Employed,38600,0.4,6600,125000,2,Consumer Purchase,2,17600,13200,Owned,Stable,Approved
PL101613,36,Private Employee,Permanent,73900,2.9,10500,193000,3,Wedding,2,43100,20900,Family Owned,Unstable,Approved
PL101614,36,Private Employee,Contract,19700,3.7,5000,113000,3,Emergency,0,6700,7800,Owned,Stable,Approved
PL101615,26,Salaried,Permanent,49700,1.2,2600,554000,4,Emergency,3,17300,30400,Owned,Stable,Rejected
PL101616,31,Private Employee,Permanent,43600,2.6,1600,261000,3,Debt Consolidation,0,28000,13800,Family Owned,Very Stable,Rejected
PL101617,38,Professional,Permanent,60400,3.5,5800,561000,1,Home Renovation,2,40000,13700,Rented,Moderate,Rejected
PL101618,47,Professional,Permanent,36600,27.0,12600,161000,1,Consumer Purchase,0,15100,7500,Owned,Stable,Rejected
PL101619,41,Government Employee,Permanent,36200,9.0,10300,193000,5,Consumer Purchase,4,14500,9100,Owned,Moderate,Approved
PL101620,28,Salaried,Permanent,48200,6.1,3700,111000,1,Debt Consolidation,3,23900,22200,Owned,Unstable,Approved
PL101621,48,Salaried,Permanent,84500,11.2,9900,872000,2,Emergency,3,21400,52300,Owned,Moderate,Approved
PL101622,31,Salaried,Contract,32900,8.5,2800,185000,2,Home Renovation,0,15400,14900,Rented,Stable,Approved
PL101623,40,Private Employee,Permanent,38900,13.6,6700,271000,5,Home Renovation,1,6000,26200,Owned,Stable,Approved
PL101624,46,Salaried,Permanent,37400,13.9,3900,117000,4,Home Renovation,4,9300,21400,Owned,Unstable,Approved
PL101625,39,Government Employee,Permanent,19100,13.6,1600,146000,3,Debt Consolidation,2,5400,11600,Rented,Moderate,Rejected
PL101626,30,Private Employee,Permanent,23700,3.5,2700,59000,3,Consumer Purchase,0,11900,9500,Rented,Very Stable,Approved
PL101627,38,Private Employee,Permanent,21000,17.6,3400,140000,3,Emergency,2,8600,9600,Rented,Stable,Rejected
PL101628,38,Salaried,Permanent,42900,2.0,11800,468000,2,Wedding,3,18500,12600,Rented,Very Stable,Approved
PL101629,25,Government Employee,Permanent,29700,2.0,2900,339000,2,Home Renovation,3,13400,12400,Owned,Very Stable,Rejected
PL101630,32,Private Employee,Contract,28800,2.9,4600,324000,3,Debt Consolidation,1,15800,9100,Family Owned,Moderate,Rejected
PL101631,41,Private Employee,Permanent,41200,15.3,9800,459000,2,Consumer Purchase,1,18900,14100,Owned,Stable,Approved
PL101632,31,Self Employed,Self Employed,22500,10.5,1300,172000,3,Consumer Purchase,1,12600,8800,Rented,Stable,Rejected
PL101633,28,Business Owner,Business,31200,8.0,4900,128000,2,Other Personal,0,15900,10000,Rented,Very Stable,Approved
PL101634,21,Self Employed,Self Employed,48300,0.5,10200,476000,1,Home Renovation,4,10600,26000,Owned,Very Stable,Approved
PL101635,21,Private Employee,Permanent,35400,0.6,7200,78000,2,Consumer Purchase,2,18700,9400,Rented,Stable,Approved
PL101636,54,Salaried,Permanent,48900,22.6,14200,574000,5,Home Renovation,2,7900,27700,Family Owned,Stable,Approved
PL101637,27,Professional,Permanent,15000,0.7,2900,144000,1,Other Personal,0,6500,5300,Rented,Stable,Approved
PL101638,29,Private Employee,Permanent,36300,2.9,5300,249000,3,Travel,1,9100,22300,Rented,Moderate,Approved
PL101639,45,Salaried,Permanent,33700,12.5,6100,394000,2,Debt Consolidation,2,14600,12300,Rented,Moderate,Rejected
PL101640,26,Private Employee,Permanent,40300,1.5,4800,318000,2,Medical,1,11800,23400,Rented,Stable,Rejected
PL101641,31,Salaried,Permanent,18300,5.2,4700,33000,3,Consumer Purchase,4,6700,8000,Family Owned,Stable,Rejected
PL101642,43,Government Employee,Permanent,25600,13.8,3400,213000,2,Consumer Purchase,2,11300,9900,Owned,Very Stable,Rejected
PL101643,36,Professional,Permanent,19300,14.4,2400,164000,1,Medical,1,9500,7600,Rented,Very Stable,Rejected
PL101644,23,Salaried,Permanent,27000,0.5,1800,55000,2,Travel,3,10600,14700,Owned,Moderate,Approved
PL101645,30,Business Owner,Business,81300,3.6,7800,509000,3,Wedding,2,39300,34000,Rented,Moderate,Approved
PL101646,44,Salaried,Contract,28600,10.8,5600,252000,4,Other Personal,4,19600,3700,Rented,Stable,Rejected
PL101647,32,Self Employed,Self Employed,21100,2.7,200,216000,1,Debt Consolidation,1,5700,15500,Rented,Stable,Approved
PL101648,35,Government Employee,Permanent,18100,0.7,1800,57000,3,Wedding,2,6200,10100,Rented,Very Stable,Rejected
PL101649,35,Private Employee,Permanent,22900,0.3,2300,52000,5,Home Renovation,3,12500,7800,Rented,Very Stable,Approved
PL101650,46,Business Owner,Business,30000,13.7,6100,110000,5,Wedding,3,12700,11800,Rented,Unstable,Rejected
PL101651,27,Private Employee,Permanent,44100,3.6,10000,272000,2,Emergency,2,28800,4200,Owned,Stable,Rejected
PL101652,21,Private Employee,Contract,41000,0.1,11800,178000,2,Other Personal,3,16500,12700,Owned,Stable,Rejected
PL101653,43,Private Employee,Permanent,45400,21.1,3200,406000,4,Wedding,2,14500,28200,Owned,Very Stable,Rejected
PL101654,22,Business Owner,Business,54000,0.3,11800,450000,5,Other Personal,1,16200,24400,Rented,Stable,Approved
PL101655,23,Business Owner,Business,45100,3.0,7500,305000,5,Medical,0,25700,12100,Owned,Stable,Rejected
PL101656,43,Salaried,Permanent,48900,8.5,6500,564000,2,Consumer Purchase,0,24800,15800,Owned,Moderate,Rejected
PL101657,31,Business Owner,Business,106100,8.1,22600,1208000,3,Debt Consolidation,0,22300,62300,Family Owned,Moderate,Approved
PL101658,36,Salaried,Permanent,41600,9.1,300,237000,2,Wedding,2,15000,26000,Family Owned,Stable,Approved
PL101659,21,Private Employee,Permanent,33700,0.5,2900,146000,3,Consumer Purchase,1,15500,16100,Family Owned,Moderate,Approved
PL101660,40,Self Employed,Self Employed,33000,20.0,1000,273000,3,Emergency,0,13500,18300,Owned,Stable,Approved
PL101661,26,Business Owner,Business,27100,1.6,7300,208000,4,Consumer Purchase,0,14400,4900,Owned,Stable,Rejected
PL101662,44,Business Owner,Business,22200,16.3,5100,192000,5,Home Renovation,2,2800,13900,Family Owned,Stable,Approved
PL101663,34,Salaried,Permanent,16700,8.6,500,48000,4,Other Personal,2,6100,10200,Family Owned,Moderate,Approved
PL101664,42,Private Employee,Permanent,109500,1.8,600,664000,1,Travel,1,18400,88800,Owned,Very Stable,Approved
PL101665,39,Private Employee,Contract,23400,4.6,4700,269000,2,Other Personal,3,11700,7200,Rented,Moderate,Approved
PL101666,34,Professional,Permanent,47500,4.5,2500,477000,3,Other Personal,1,27300,20000,Owned,Stable,Rejected
PL101667,29,Government Employee,Permanent,34500,2.3,7100,364000,5,Travel,3,12900,13300,Family Owned,Unstable,Rejected
PL101668,28,Professional,Permanent,32000,0.3,10200,317000,1,Debt Consolidation,4,9100,12500,Family Owned,Stable,Rejected
PL101669,45,Self Employed,Self Employed,38100,4.7,2100,131000,1,Debt Consolidation,3,16000,20400,Rented,Stable,Approved
PL101670,21,Salaried,Permanent,35100,1.0,7000,354000,2,Home Renovation,4,20500,6600,Family Owned,Stable,Rejected
PL101671,23,Private Employee,Permanent,14000,1.0,1600,39000,3,Emergency,2,5200,7400,Owned,Stable,Approved
PL101672,32,Private Employee,Permanent,36300,6.6,10900,143000,3,Medical,3,11400,11900,Family Owned,Very Stable,Approved
PL101673,21,Government Employee,Permanent,45700,1.0,0,294000,2,Home Renovation,0,22700,23500,Owned,Very Stable,Approved
PL101674,32,Private Employee,Permanent,44800,2.9,300,270000,2,Home Renovation,1,23000,19100,Family Owned,Moderate,Approved
PL101675,35,Salaried,Permanent,21800,8.3,3400,222000,3,Consumer Purchase,2,7700,10600,Owned,Unstable,Rejected
PL101676,43,Private Employee,Permanent,43900,8.7,12400,296000,3,Emergency,2,25300,5400,Owned,Stable,Approved
PL101677,48,Self Employed,Self Employed,22000,9.0,2500,40000,4,Consumer Purchase,1,8700,10300,Owned,Moderate,Rejected
PL101678,21,Professional,Permanent,14000,1.0,900,138000,1,Wedding,3,1700,11300,Rented,Stable,Rejected
PL101679,36,Salaried,Permanent,14800,6.8,0,94000,5,Consumer Purchase,1,5000,9800,Owned,Moderate,Rejected
PL101680,43,Salaried,Permanent,15400,16.5,2800,52000,3,Debt Consolidation,1,5000,7600,Family Owned,Stable,Rejected
PL101681,38,Private Employee,Permanent,68400,2.3,200,166000,1,Wedding,3,16100,52900,Rented,Unstable,Approved
PL101682,40,Salaried,Permanent,34900,13.1,12400,410000,3,Debt Consolidation,4,17600,3700,Family Owned,Stable,Approved
PL101683,31,Government Employee,Permanent,15100,3.7,2300,82000,1,Travel,1,3700,10000,Family Owned,Stable,Rejected
PL101684,31,Government Employee,Permanent,47800,9.6,7000,323000,1,Emergency,2,20000,19400,Family Owned,Unstable,Rejected
PL101685,28,Private Employee,Permanent,50100,2.6,5500,461000,3,Consumer Purchase,2,5000,41300,Family Owned,Stable,Approved
PL101686,39,Private Employee,Contract,44000,17.4,2400,478000,2,Consumer Purchase,1,16000,28500,Rented,Unstable,Approved
PL101687,46,Business Owner,Business,33900,19.9,4000,104000,4,Consumer Purchase,2,12800,18600,Family Owned,Stable,Approved
PL101688,40,Self Employed,Self Employed,39100,20.0,7400,187000,5,Travel,4,19400,12100,Rented,Unstable,Approved
PL101689,26,Professional,Permanent,22000,4.1,5200,120000,3,Home Renovation,1,11900,5400,Owned,Unstable,Rejected
PL101690,27,Government Employee,Permanent,41600,3.9,5800,272000,5,Consumer Purchase,3,12800,23700,Owned,Unstable,Rejected
PL101691,24,Self Employed,Self Employed,34600,0.5,4300,258000,1,Wedding,4,19500,9800,Rented,Moderate,Rejected
PL101692,24,Private Employee,Permanent,14000,1.6,2100,52000,2,Medical,3,3100,8000,Family Owned,Unstable,Rejected
PL101693,36,Government Employee,Permanent,24700,3.9,1600,189000,3,Debt Consolidation,1,10300,13200,Rented,Stable,Rejected
PL101694,25,Private Employee,Permanent,32800,1.6,10200,62000,2,Consumer Purchase,0,17800,5300,Family Owned,Moderate,Rejected
PL101695,29,Self Employed,Self Employed,15800,9.0,1300,181000,2,Emergency,0,6000,8400,Rented,Moderate,Rejected
PL101696,43,Salaried,Contract,28400,5.3,1900,305000,2,Consumer Purchase,4,8100,18900,Rented,Moderate,Approved
PL101697,32,Private Employee,Contract,22000,9.4,4300,69000,3,Medical,3,7000,10800,Owned,Moderate,Approved
PL101698,33,Professional,Permanent,14800,0.9,1500,33000,2,Home Renovation,1,8400,5500,Owned,Unstable,Approved
PL101699,34,Salaried,Permanent,55500,2.5,16300,506000,4,Wedding,1,24100,10600,Rented,Moderate,Rejected
PL101700,39,Private Employee,Contract,39500,3.7,7400,252000,2,Consumer Purchase,2,16800,18300,Owned,Stable,Approved
PL101701,32,Private Employee,Permanent,25800,1.5,1200,250000,1,Consumer Purchase,3,12100,12100,Rented,Stable,Approved
PL101702,21,Professional,Permanent,50700,0.5,12100,88000,4,Home Renovation,3,24000,13500,Family Owned,Stable,Rejected
PL101703,34,Business Owner,Business,65700,7.4,9000,584000,1,Wedding,3,19100,40900,Owned,Very Stable,Approved
PL101704,29,Professional,Permanent,20100,2.1,5700,154000,3,Home Renovation,3,7100,6700,Rented,Stable,Rejected
PL101705,51,Business Owner,Business,59100,21.0,4000,529000,2,Travel,1,25900,31100,Family Owned,Moderate,Approved
PL101706,23,Salaried,Permanent,49400,1.3,8400,461000,3,Medical,4,26400,17000,Family Owned,Stable,Approved
PL101707,40,Government Employee,Permanent,46700,6.1,10400,495000,3,Medical,1,23100,14300,Family Owned,Moderate,Rejected
PL101708,33,Professional,Permanent,64200,2.5,2600,213000,2,Other Personal,2,24400,39500,Family Owned,Very Stable,Approved
PL101709,56,Government Employee,Permanent,94000,5.4,28000,1053000,4,Wedding,0,43500,24900,Owned,Stable,Rejected
PL101710,40,Self Employed,Self Employed,47100,7.1,6800,361000,2,Emergency,0,29000,12200,Rented,Moderate,Approved
PL101711,50,Private Employee,Permanent,46100,19.3,8000,260000,3,Debt Consolidation,0,12900,23500,Rented,Stable,Approved
PL101712,21,Government Employee,Permanent,29000,0.3,0,148000,1,Debt Consolidation,2,20500,8900,Family Owned,Stable,Rejected
PL101713,34,Government Employee,Permanent,26000,12.1,800,312000,4,Medical,0,15300,9400,Owned,Stable,Rejected
PL101714,29,Government Employee,Permanent,49600,1.4,2200,328000,5,Wedding,2,11300,37000,Rented,Very Stable,Approved
PL101715,42,Salaried,Permanent,24600,3.4,6600,154000,1,Wedding,2,8100,9700,Owned,Moderate,Rejected
PL101716,38,Self Employed,Self Employed,61400,16.7,0,380000,5,Consumer Purchase,1,21600,42700,Rented,Moderate,Approved
PL101717,40,Private Employee,Permanent,25800,4.3,1400,303000,2,Medical,1,13100,10600,Family Owned,Moderate,Rejected
